,ID,HOU,GOV,SEX,SEN,AGE8,AGEBYRACE,CDNUM,EDUC18,LATINO,PARTYBYRACE,PARTYID,PARTYSEX,PHIL3,PTYIDEO7,QRACEAI,REGION,SIZEPLAC,SUBURBWHITE,VERSION,WEIGHT,SEXBYRACE,RACE2B,STANUM,FAVPELOSI,HEALTHCARE18,IMPEACH18,MUELLERAPP,RUSSIA18,TRUMPIMM,RELIGN18,RACEFACTOR,ISSUE18,RACE18
7979,41608,The Republican candidate,The Republican candidate,Male,The Republican candidate,65 or over,White 60+,1,Attended college but received no degree,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,Midwest,Rural,Other,Version 2,2.45167589187622,White men,White,Minnesota,Unfavorable,Major changes,No,Disapprove,Politically motivated,About right,Catholic,Minorities are favored over whites,Immigration,Not at all important
7990,41627,The Democratic candidate,,Female,The Democratic candidate,50-59,White 45-59,5,Never attended college,No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,South,Suburbs,White suburban women,Version 2,.338882714509964,White women,White, Virginia,Favorable,Major changes,Yes,Approve,Justified,Too tough,None,Whites are favored over minorities,Health care,Very important
7993,41631,The Democratic candidate,The Republican candidate,Male,The Republican candidate,65 or over,Black 60+,1,Attended college but received no degree,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,Black,West,Rural,Other,Version 2,.0875288024544716,Black men,Non-white,Wyoming,Unfavorable,Major changes,No,Disapprove,Justified,About right,Protestant,Minorities are favored over whites,The economy,Somewhat important
7995,41635,The Democratic candidate,,Female,The Democratic candidate,45-49,White 45-59,1,Associate's degree (AA or AS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,West,Rural,Other,Version 2,.492327034473419,White women,White,Montana,Favorable,Major changes,Yes,Approve,Politically motivated,Too tough,Other,Whites are favored over minorities,Health care,Very important
7997,41639,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,30-39,Black 30-44,20,Bachelor's degree (BA or BS),No,Black Independent,Something else,Independent Men,Moderate,Moderate Independents,Black,West,"Cities 50,000-500,000",Other,Version 2,.377634584903717,Black men,Non-white,California,Favorable,Major changes,Yes,Approve,Justified,Too tough,Catholic,Whites are favored over minorities,Immigration,Very important
8003,41654,The Democratic candidate,,Female,The Democratic candidate,30-39,White 30-44,5,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,South,Suburbs,White suburban women,Version 2,.338882714509964,White women,White, Virginia,Favorable,Major changes,Yes,Disapprove,Politically motivated,Too tough,Other,Whites are favored over minorities,Health care,Very important
8004,41656,The Republican candidate,,Male,The Republican candidate,45-49,White 45-59,4,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,South,Suburbs,White suburban men,Version 2,.713095366954803,White men,White, Virginia,Unfavorable,Minor changes,No,Disapprove,Politically motivated,Not tough enough,Protestant,No group is favored,Immigration,Not too important
8011,41672,The Republican candidate,The Republican candidate,Male,The Republican candidate,50-59,White 45-59,1,Attended college but received no degree,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,Midwest,Rural,Other,Version 2,1.37917923927307,White men,White,Minnesota,Unfavorable,Major changes,No,Disapprove,Politically motivated,About right,Catholic,No group is favored,Immigration,Not too important
8018,41684,The Democratic candidate,,Female,,30-39,Black 30-44,2,Attended college but received no degree,No,Black Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,Black,South,Suburbs,Other,Version 2,.367894172668457,Black women,Non-white,Kentucky,Favorable,Minor changes,Yes,Approve,Justified,Too tough,Other Christian,Whites are favored over minorities,The economy,Very important
8019,41685,The Republican candidate,,Female,The Republican candidate,30-39,White 30-44,5,Associate's degree (AA or AS),No,All Republicans,Republican,Republican Women,Liberal,Mod./Liberal Republicans,White,South,Suburbs,White suburban women,Version 2,.446914434432983,White women,White, Virginia,Unfavorable,Major changes,No,Approve,Politically motivated,About right,Other Christian,No group is favored,Health care,Not at all important
8021,41689,The Republican candidate,,Female,The Republican candidate,45-49,White 45-59,1,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,South,Suburbs,White suburban women,Version 2,.547830581665039,White women,White, Virginia,Unfavorable,Major changes,No,Disapprove,Politically motivated,Not tough enough,Catholic,No group is favored,Immigration,Very important
8022,41690,The Republican candidate,,Male,,40-44,White 30-44,3,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,South,"Cities over 500,000",Other,Version 2,.83242267370224,White men,White,Kentucky,Unfavorable,Major changes,No,Disapprove,Politically motivated,About right,Protestant,No group is favored,Health care,Somewhat important
8026,41699,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,50-59,White 45-59,20,Never attended college,No,White Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,West,"Cities 50,000-500,000",Other,Version 2,.395114362239838,White women,White,California,Favorable,Major changes,Yes,Approve,Justified,Too tough,Other,Whites are favored over minorities,Health care,Very important
8028,41703,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,50-59,Latino 45-59,8,Attended college but received no degree,Yes,Latino Democrat,Democrat,Democratic Women,Conservative,Mod/Conserv. Democrats,Hispanic/Latino,East,Suburbs,Other,Version 2,.459903299808502,Latino women,Non-white,Pennsylvania,Unfavorable,Major changes,Omit,Omit,Justified,Omit,Other Christian,Whites are favored over minorities,Health care,Omit
8030,41708,The Republican candidate,,Male,The Republican candidate,50-59,White 45-59,4,Associate's degree (AA or AS),No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,Midwest,Suburbs,White suburban men,Version 2,.617964744567871,White men,White,Missouri,Unfavorable,Major changes,No,Disapprove,Politically motivated,About right,Other Christian,Minorities are favored over whites,The economy,Somewhat important
8037,41720,The Republican candidate,The Republican candidate,Male,The Republican candidate,45-49,White 45-59,1,Attended college but received no degree,No,All Republicans,Republican,Republican Men,Liberal,Mod./Liberal Republicans,White,West,Rural,Other,Version 2,.107884913682938,White men,White,Wyoming,Unfavorable,Major changes,Yes,Disapprove,Justified,About right,Other Christian,No group is favored,The economy,Somewhat important
8038,41722,The Republican candidate,The Republican candidate,Female,The Democratic candidate,50-59,White 45-59,26,Associate's degree (AA or AS),No,White Independent,Independent,Independent Women,Conservative,Conservative Independents,White,West,Suburbs,White suburban women,Version 2,.832080066204071,White women,White,California,Unfavorable,No changes at all,No,Disapprove,Justified,About right,Other Christian,No group is favored,The economy,Not at all important
8039,41723,The Democratic candidate,,Female,The Democratic candidate,30-39,White 30-44,1,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,West,Rural,Other,Version 2,.492327034473419,White women,White,Montana,Unfavorable,Major changes,Yes,Approve,Politically motivated,Too tough,Catholic,Minorities are favored over whites,Health care,Not at all important
8040,41724,The Democratic candidate,,Female,The Democratic candidate,45-49,Latino 45-59,4,Never attended college,No,Latino Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,Hispanic/Latino,South,Suburbs,Other,Version 2,.459912300109863,Latino women,Non-white, Virginia,Unfavorable,Major changes,No,Approve,Justified,About right,Protestant,Whites are favored over minorities,Health care,Somewhat important
8054,41752,The Republican candidate,,Male,The Republican candidate,45-49,White 45-59,1,Attended college but received no degree,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,South,Suburbs,White suburban men,Version 2,.644086062908173,White men,White, Virginia,Unfavorable,Minor changes,No,Disapprove,Politically motivated,About right,Other Christian,Minorities are favored over whites,The economy,Somewhat important
8055,41755,The Republican candidate,The Republican candidate,Female,The Republican candidate,25-29,Latino 18-29,1,Attended college but received no degree,Yes,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,Hispanic/Latino,West,Rural,Other,Version 2,.107884913682938,Latino women,Non-white,Wyoming,Unfavorable,Major changes,No,Approve,Politically motivated,About right,Other Christian,No group is favored,Immigration,Somewhat important
8059,41765,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,30-39,All others,19,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,All Other,Democrat,Democratic Men,Liberal,Liberal Democrats,Asian,West,"Cities over 500,000",Other,Version 2,.675643384456635,All other races,Non-white,California,Favorable,Major changes,No,Approve,Justified,Too tough,Muslim,Whites are favored over minorities,The economy,Very important
8065,41778,The Democratic candidate,,Female,,18-24,All others,3,Bachelor's degree (BA or BS),No,All Other,Democrat,Democratic Women,Liberal,Liberal Democrats,Other,South,"Cities over 500,000",Other,Version 2,.41983437538147,All other races,Non-white,Kentucky,Omit,Major changes,Yes,Omit,Omit,Too tough,Muslim,Whites are favored over minorities,Immigration,Very important
8071,41791,Did not vote,,Female,The Democratic candidate,45-49,Black 45-59,4,Associate's degree (AA or AS),No,Black Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Black,South,Suburbs,Other,Version 2,.330345243215561,Black women,Non-white, Virginia,Unfavorable,Minor changes,No,Disapprove,Justified,About right,Protestant,Minorities are favored over whites,The economy,Very important
8072,41793,The Republican candidate,,Female,,65 or over,White 60+,2,Attended college but received no degree,No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,South,Suburbs,White suburban women,Version 2,1.26202166080475,White women,White,Kentucky,Unfavorable,Minor changes,No,Disapprove,Politically motivated,Not tough enough,Other Christian,Minorities are favored over whites,Immigration,Not too important
8076,41799,The Republican candidate,The Republican candidate,Male,The Republican candidate,40-44,Black 30-44,1,Attended college but received no degree,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,Black,West,Rural,Other,Version 2,.107884913682938,Black men,Non-white,Wyoming,Unfavorable,Major changes,No,Disapprove,Politically motivated,About right,Other Christian,No group is favored,The economy,Very important
8077,41801,The Republican candidate,The Republican candidate,Male,The Republican candidate,65 or over,White 60+,1,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,West,"Cities 50,000-500,000",Other,Version 2,.089184857904911,White men,White,Wyoming,Unfavorable,Major changes,No,Disapprove,Politically motivated,About right,Other Christian,Minorities are favored over whites,Immigration,Not too important
8081,41809,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,50-59,Latino 45-59,20,Never attended college,Yes,Latino Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,Hispanic/Latino,West,"Cities 50,000-500,000",Other,Version 2,.450428903102875,Latino men,Non-white,California,Favorable,Major changes,Yes,Approve,Justified,Too tough,Catholic,Whites are favored over minorities,Health care,Very important
8087,41825,The Republican candidate,,Male,The Republican candidate,65 or over,White 60+,1,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,South,Suburbs,White suburban men,Version 2,1.00706601142883,White men,White, Virginia,Unfavorable,Major changes,No,Approve,Politically motivated,About right,Catholic,No group is favored,Immigration,Somewhat important
8096,41843,The Republican candidate,,Male,The Republican candidate,18-24,White 18-29,1,Bachelor's degree (BA or BS),No,White Independent,Something else,Independent Men,Moderate,Moderate Independents,White,West,Rural,Other,Version 2,.872788727283478,White men,White,Montana,Omit,Minor changes,No,Omit,Politically motivated,About right,Other Christian,Whites are favored over minorities,Immigration,Somewhat important
8103,41858,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,50-59,Black 45-59,38,Bachelor's degree (BA or BS),No,Black Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,Black,West,Suburbs,Other,Version 2,.553864061832428,Black men,Non-white,California,Favorable,Minor changes,Yes,Approve,Justified,Too tough,Catholic,Whites are favored over minorities,The economy,Very important
8104,41862,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,65 or over,All others,19,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,All Other,Independent,Independent Men,Liberal,Liberal Independents,Other,West,"Cities over 500,000",Other,Version 2,1.01675021648407,All other races,Non-white,California,Favorable,Major changes,Yes,Approve,Justified,Too tough,Other Christian,Whites are favored over minorities,Health care,Very important
8111,41874,The Republican candidate,,Female,The Republican candidate,30-39,White 30-44,1,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,South,Suburbs,White suburban women,Version 2,.547830581665039,White women,White, Virginia,Unfavorable,Major changes,No,Disapprove,Politically motivated,Not tough enough,Other Christian,Minorities are favored over whites,Immigration,Not at all important
8113,41877,The Republican candidate,,Female,,50-59,White 45-59,2,Associate's degree (AA or AS),No,White Independent,Independent,Independent Women,Conservative,Conservative Independents,White,South,Suburbs,White suburban women,Version 2,.70802116394043,White women,White,Kentucky,Unfavorable,Major changes,No,Disapprove,Politically motivated,Not tough enough,Other Christian,No group is favored,Gun policy,Somewhat important
8117,41885,The Republican candidate,,Male,The Republican candidate,30-39,White 30-44,4,Never attended college,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,Midwest,Suburbs,White suburban men,Version 2,.617964744567871,White men,White,Missouri,Unfavorable,Major changes,No,Approve,Politically motivated,About right,Other Christian,No group is favored,Immigration,Not too important
8118,41887,The Democratic candidate,,Male,,18-24,Black 18-29,3,Bachelor's degree (BA or BS),No,Black Independent,Something else,Independent Men,Liberal,Liberal Independents,Black,South,"Cities over 500,000",Other,Version 2,.338241785764694,Black men,Non-white,Kentucky,Favorable,Major changes,Omit,Omit,Omit,Too tough,None,Whites are favored over minorities,Health care,Very important
8125,41906,The Republican candidate,,Male,The Republican candidate,30-39,White 30-44,4,Associate's degree (AA or AS),No,White Independent,Something else,Independent Men,Moderate,Moderate Independents,White,Midwest,Suburbs,White suburban men,Version 2,.617964744567871,White men,White,Missouri,Unfavorable,Major changes,No,Disapprove,Politically motivated,About right,None,No group is favored,The economy,Not too important
8140,41938,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,45-49,Latino 45-59,47,Attended college but received no degree,Yes,Latino Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,Hispanic/Latino,West,"Cities 50,000-500,000",Other,Version 2,1.85801923274994,Latino men,Non-white,California,Unfavorable,Major changes,Yes,Disapprove,Politically motivated,Too tough,None,Whites are favored over minorities,Health care,Very important
8141,41939,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,18-24,White 18-29,12,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,West,"Cities over 500,000",Other,Version 2,.256656169891357,White women,White,California,Favorable,Major changes,Yes,Disapprove,Justified,Too tough,Jewish,Whites are favored over minorities,Gun policy,Very important
8147,41946,The Democratic candidate,,Male,The Democratic candidate,40-44,White 30-44,4,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,White,Midwest,Suburbs,White suburban men,Version 2,.380180180072784,White men,White,Missouri,Favorable,Major changes,Yes,Approve,Justified,Too tough,Protestant,Whites are favored over minorities,Health care,Very important
8152,41958,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,65 or over,White 60+,8,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,East,Suburbs,White suburban women,Version 2,.705299019813538,White women,White,Pennsylvania,Favorable,Major changes,Yes,Approve,Justified,Too tough,Other,Whites are favored over minorities,Gun policy,Very important
8154,41962,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,65 or over,White 60+,22,Never attended college,No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,West,Suburbs,White suburban women,Version 2,.516356825828552,White women,White,California,Unfavorable,Major changes,Yes,Approve,Politically motivated,Too tough,Protestant,No group is favored,Health care,Very important
8155,41965,The Republican candidate,,Male,The Republican candidate,65 or over,White 60+,10,Associate's degree (AA or AS),No,All Republicans,Republican,Republican Men,Moderate,Mod./Liberal Republicans,White,South,Suburbs,White suburban men,Version 2,3.90238094329834,White men,White, Virginia,Unfavorable,Major changes,No,Approve,Politically motivated,Too tough,Other Christian,Whites are favored over minorities,Health care,Very important
8157,41969,The Republican candidate,The Republican candidate,Male,,65 or over,White 60+,26,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,West,Suburbs,White suburban men,Version 2,1.42746472358704,White men,White,California,Unfavorable,Major changes,No,Disapprove,Politically motivated,About right,Protestant,No group is favored,The economy,Not too important
8160,41979,The Republican candidate,The Republican candidate,Male,Did not vote,65 or over,White 60+,52,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,West,"Cities over 500,000",Other,Version 2,1.1371328830719,White men,White,California,Unfavorable,Major changes,No,Disapprove,Politically motivated,About right,Other Christian,Minorities are favored over whites,Immigration,Not at all important
8163,41983,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,65 or over,White 60+,1,Attended college but received no degree,No,White Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,White,Midwest,Rural,Other,Version 2,1.50830364227295,White men,White,Minnesota,Favorable,Major changes,Yes,Approve,Justified,Too tough,Catholic,Whites are favored over minorities,Health care,Somewhat important
8172,41997,The Republican candidate,The Democratic candidate,Female,The Democratic candidate,65 or over,White 60+,22,Never attended college,No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,West,Suburbs,White suburban women,Version 2,.774365842342377,White women,White,California,Unfavorable,Minor changes,No,Disapprove,Politically motivated,About right,Protestant,No group is favored,Immigration,Somewhat important
8173,41999,The Republican candidate,,Female,The Republican candidate,60-64,White 60+,4,Never attended college,No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,Midwest,Suburbs,White suburban women,Version 2,.959815561771393,White women,White,Missouri,Unfavorable,Major changes,No,Disapprove,Politically motivated,About right,Other Christian,No group is favored,The economy,Not too important
8179,42013,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,40-44,Latino 30-44,38,Attended college but received no degree,Yes,Latino Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,Hispanic/Latino,West,Suburbs,Other,Version 2,.579501032829285,Latino women,Non-white,California,Favorable,Major changes,Yes,Disapprove,Politically motivated,Too tough,None,Whites are favored over minorities,Health care,Very important
8183,42025,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,25-29,All others,12,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,All Other,Democrat,Democratic Women,Liberal,Liberal Democrats,Asian,West,"Cities over 500,000",Other,Version 2,.256656169891357,All other races,Non-white,California,Favorable,Major changes,Omit,Disapprove,Justified,Too tough,None,Omit,Health care,Omit
8184,42026,The Republican candidate,The Republican candidate,Male,The Republican candidate,25-29,White 18-29,1,Attended college but received no degree,No,All Republicans,Republican,Republican Men,Moderate,Mod./Liberal Republicans,White,West,Rural,Other,Version 2,.107884913682938,White men,White,Wyoming,Omit,Minor changes,No,Omit,Justified,About right,Other Christian,No group is favored,The economy,Very important
8186,42029,The Republican candidate,Other,Male,Other,50-59,White 45-59,8,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,East,Suburbs,White suburban men,Version 2,.783773005008698,White men,White,Pennsylvania,Unfavorable,Major changes,No,Disapprove,Politically motivated,Too tough,None,No group is favored,The economy,Somewhat important
8190,42038,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,40-44,White 30-44,4,Bachelor's degree (BA or BS),No,White Independent,Something else,Independent Women,Liberal,Liberal Independents,White,West,Rural,Other,Version 2,.347700625658035,White women,White,California,Favorable,Major changes,Yes,Approve,Justified,Too tough,Jewish,Whites are favored over minorities,Gun policy,Very important
8191,42039,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,30-39,Latino 30-44,22,Never attended college,Yes,Latino Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,Hispanic/Latino,West,Suburbs,Other,Version 2,.343125611543655,Latino women,Non-white,California,Favorable,Major changes,Yes,Approve,Justified,Too tough,Other,Whites are favored over minorities,Health care,Very important
8201,42056,The Democratic candidate,,Female,The Democratic candidate,60-64,All others,10,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,All Other,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Other,South,Suburbs,Other,Version 2,2.86921858787537,All other races,Non-white, Virginia,Favorable,Major changes,Yes,Approve,Justified,Too tough,Other Christian,No group is favored,The economy,Somewhat important
8203,42062,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,25-29,White 18-29,26,Associate's degree (AA or AS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,West,Suburbs,White suburban women,Version 2,0.398636162281036,White women,White,California,Omit,Major changes,Yes,Approve,Justified,Too tough,None,Whites are favored over minorities,Gun policy,Very important
8206,42067,The Democratic candidate,,Male,,30-39,White 30-44,2,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,South,Suburbs,White suburban men,Version 2,0.6312028765678411,White men,White,Kentucky,Unfavorable,Minor changes,Yes,Approve,Justified,Too tough,Other,Whites are favored over minorities,The economy,Not too important
8207,42068,The Republican candidate,The Democratic candidate,Female,The Republican candidate,30-39,White 30-44,1,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,All Republicans,Republican,Republican Women,Moderate,Mod./Liberal Republicans,White,West,Rural,Other,Version 2,0.107884913682938,White women,White,Wyoming,Unfavorable,Major changes,No,Disapprove,Politically motivated,Not tough enough,Catholic,Whites are favored over minorities,Health care,Very important
8208,42069,The Republican candidate,The Democratic candidate,Female,The Republican candidate,30-39,White 30-44,1,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,All Republicans,Republican,Republican Women,Moderate,Mod./Liberal Republicans,White,West,Rural,Other,Version 2,0.107884913682938,White women,White,Wyoming,Unfavorable,Major changes,No,Disapprove,Politically motivated,Not tough enough,Catholic,Whites are favored over minorities,Health care,Very important
8233,42121,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,45-49,Latino 45-59,48,Bachelor's degree (BA or BS),Yes,Latino Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,Hispanic/Latino,West,Suburbs,Other,Version 2,0.495471805334091,Latino men,Non-white,California,Unfavorable,Major changes,Yes,Disapprove,Politically motivated,Too tough,Catholic,Whites are favored over minorities,Health care,Somewhat important
8243,42145,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,18-24,White 18-29,12,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,West,"Cities over 500,000",Other,Version 2,0.25665616989135703,White women,White,California,Favorable,Minor changes,Yes,Disapprove,Politically motivated,Too tough,Catholic,Whites are favored over minorities,Health care,Very important
8246,42153,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,25-29,White 18-29,12,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,White,West,"Cities over 500,000",Other,Version 2,0.305126547813416,White men,White,California,Favorable,Major changes,Yes,Approve,Justified,Too tough,Catholic,Whites are favored over minorities,Health care,Somewhat important
8248,42158,The Republican candidate,The Republican candidate,Male,The Republican candidate,40-44,White 30-44,2,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,Midwest,Suburbs,White suburban men,Version 2,1.3485307693481399,White men,White,Minnesota,Unfavorable,Major changes,No,Disapprove,Politically motivated,About right,Catholic,Minorities are favored over whites,The economy,Somewhat important
8249,42161,The Democratic candidate,,Male,The Republican candidate,30-39,Latino 30-44,3,Attended college but received no degree,Yes,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,Hispanic/Latino,South,"Cities 50,000-500,000",Other,Version 2,0.398425459861755,Latino men,Non-white, Virginia,Unfavorable,Major changes,No,Disapprove,Politically motivated,About right,Catholic,No group is favored,The economy,Somewhat important
8253,42170,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,60-64,Latino 60+,22,Never attended college,Yes,Latino Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,Hispanic/Latino,West,Suburbs,Other,Version 2,0.5886449217796329,Latino men,Non-white,California,Favorable,Major changes,Yes,Disapprove,Politically motivated,Too tough,Catholic,Whites are favored over minorities,Health care,Very important
8255,42177,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,50-59,White 45-59,39,Attended college but received no degree,No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,West,Suburbs,White suburban women,Version 2,0.441992312669754,White women,White,California,Favorable,Major changes,Yes,Approve,Justified,Too tough,None,Whites are favored over minorities,Health care,Very important
8265,42194,The Republican candidate,,Male,,30-39,White 30-44,2,Associate's degree (AA or AS),No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,South,Suburbs,White suburban men,Version 2,0.83242267370224,White men,White,Kentucky,Unfavorable,Major changes,No,Omit,Politically motivated,About right,Other Christian,Minorities are favored over whites,Gun policy,Not too important
8268,42201,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,65 or over,White 60+,8,Associate's degree (AA or AS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,East,Suburbs,White suburban women,Version 2,0.7052990198135379,White women,White,Pennsylvania,Favorable,Major changes,Yes,Approve,Justified,Too tough,None,Whites are favored over minorities,Health care,Very important
8273,42217,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,60-64,White 60+,39,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,West,Suburbs,White suburban women,Version 2,0.6651375889778139,White women,White,California,Favorable,Minor changes,No,Approve,Justified,Too tough,Protestant,Whites are favored over minorities,Health care,Very important
8285,42240,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,30-39,Latino 30-44,38,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Yes,Latino Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,Hispanic/Latino,West,Suburbs,Other,Version 2,0.6606290340423578,Latino men,Non-white,California,Favorable,Major changes,Yes,Approve,Justified,Too tough,Catholic,Whites are favored over minorities,Immigration,Very important
8288,42257,The Democratic candidate,,Female,The Democratic candidate,60-64,White 60+,1,Attended college but received no degree,No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,South,Suburbs,White suburban women,Version 2,0.7404434680938721,White women,White, Virginia,Favorable,Major changes,Yes,Approve,Justified,Too tough,Protestant,Whites are favored over minorities,Health care,Very important
8289,42258,The Democratic candidate,,Female,The Democratic candidate,60-64,White 60+,1,Attended college but received no degree,No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,South,Suburbs,White suburban women,Version 2,0.7404434680938721,White women,White, Virginia,Favorable,Major changes,Yes,Approve,Justified,Too tough,Protestant,Whites are favored over minorities,Health care,Very important
8294,42264,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,30-39,White 30-44,12,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,White,West,"Cities over 500,000",Other,Version 2,0.42469009757041903,White men,White,California,Favorable,Major changes,Yes,Approve,Justified,Too tough,None,Whites are favored over minorities,The economy,Very important
8295,42266,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,60-64,White 60+,39,Associate's degree (AA or AS),No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,West,Suburbs,White suburban men,Version 2,0.75825446844101,White men,White,California,Favorable,Major changes,Yes,Approve,Justified,Too tough,Protestant,Whites are favored over minorities,Health care,Very important
