,ID,HOU,GOV,SEX,SEN,AGE8,AGEBYRACE,CDNUM,EDUC18,LATINO,PARTYBYRACE,PARTYID,PARTYSEX,PHIL3,PTYIDEO7,QRACEAI,REGION,SIZEPLAC,SUBURBWHITE,VERSION,WEIGHT,SEXBYRACE,RACE2B,STANUM,ATTEND16,ATTREL,BOYSGIRLS,BRNAGAIN,CHILD18,CHILDBOY,CHILDGIRL,ISSUE18,MARRIED,PARENTS,TRUMP4,WOMEN,HEALTHPRE18,GUN16,SEXUALHARASS,SEXWED,GUNOWNER12,RELIGN18
8717,43246,The Republican candidate,,Female,,65 or over,White 60+,9,Attended college but received no degree,No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,South,Rural,Other,Version 3,1.11355328559875,White women,White, North Carolina,Once a week or more,All others,No children in home,Yes,No,No,No,Immigration,Yes,Women without children,Strongly approve,Somewhat important,The Republican Party,Oppose,Somewhat serious,Married women,No,Other Christian
8721,43255,The Democratic candidate,,Male,The Democratic candidate,50-59,Black 45-59,7,Associate's degree (AA or AS),No,Black Independent,Something else,Independent Men,Moderate,Moderate Independents,Black,Midwest,"Cities over 500,000",Other,Version 3,0.3560202121734621,Black men,Non-white,Indiana,A few times a month,All others,No children in home,Yes,No,No,No,Gun policy,Yes,Men without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Married men,Yes,Other Christian
8726,43276,The Republican candidate,,Female,The Republican candidate,25-29,White 18-29,4,Attended college but received no degree,No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,Midwest,Suburbs,White suburban women,Version 3,1.1385098695755,White women,White,Indiana,A few times a year,All others,"Yes, only girls",No,Yes,No,Yes,Immigration,No,Women with children,Somewhat approve,Very important,The Republican Party,Support,Very serious,Non married women,Yes,Other Christian
8727,43281,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,18-24,White 18-29,12,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,West,"Cities over 500,000",Other,Version 3,0.25665616989135703,White women,White,California,Never,All others,No children in home,No,No,No,No,Health care,No,Women without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Non married women,No,Other Christian
8740,43325,The Republican candidate,The Republican candidate,Male,The Republican candidate,50-59,White 45-59,1,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,South,Suburbs,White suburban men,Version 3,1.30987215042114,White men,White,Florida,Once a week or more,Catholic/Attend weekly,"Yes, only boys",No,Yes,Yes,No,The economy,Yes,Men with children,Somewhat approve,Somewhat important,The Democratic Party,Oppose,Not too serious,Married men,Yes,Catholic
8748,43345,The Democratic candidate,,Female,The Democratic candidate,40-44,White 30-44,5,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,East,Suburbs,White suburban women,Version 3,1.35291802883148,White women,White,New Jersey,A few times a year,All others,"Yes, both boys and girls",No,Yes,Yes,Yes,Gun policy,Yes,Women with children,Strongly disapprove,Somewhat important,The Democratic Party,Support,Very serious,Married women,No,Jewish
8753,43359,The Republican candidate,,Male,The Republican candidate,65 or over,White 60+,4,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,East,Suburbs,White suburban men,Version 3,1.8001031875610398,White men,White,New Jersey,Once a week or more,Catholic/Attend weekly,No children in home,No,No,No,No,The economy,Yes,Men without children,Strongly approve,Not too important,The Republican Party,Omit,Somewhat serious,Married men,No,Catholic
8772,43415,The Republican candidate,The Republican candidate,Male,Did not vote,50-59,Latino 45-59,32,Associate's degree (AA or AS),Yes,Latino Independent,Independent,Independent Men,Moderate,Moderate Independents,Hispanic/Latino,West,Suburbs,Other,Version 3,0.594436168670654,Latino men,Non-white,California,Once a week or more,Catholic/Attend weekly,No children in home,No,No,No,No,The economy,Yes,Men without children,Somewhat approve,Not too important,The Republican Party,Oppose,Not too serious,Married men,Yes,Catholic
8774,43426,The Democratic candidate,,Female,The Democratic candidate,40-44,White 30-44,5,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,East,Suburbs,White suburban women,Version 3,0.601296901702881,White women,White,New Jersey,A few times a year,All others,"Yes, both boys and girls",No,Yes,Yes,Yes,Gun policy,Yes,Women with children,Strongly disapprove,Very important,The Democratic Party,Support,Somewhat serious,Married women,No,Other Christian
8775,43427,The Republican candidate,The Republican candidate,Female,The Republican candidate,65 or over,White 60+,1,Attended college but received no degree,No,White Independent,Independent,Independent Women,Conservative,Conservative Independents,White,South,Suburbs,White suburban women,Version 3,1.98587465286255,White women,White,Florida,Never,All others,No children in home,Yes,No,No,No,Immigration,No,Women without children,Strongly approve,Not at all important,The Republican Party,Oppose,Somewhat serious,Non married women,Yes,Other Christian
8781,43442,The Democratic candidate,,Female,The Democratic candidate,30-39,Latino 30-44,8,Attended college but received no degree,Yes,Latino Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Hispanic/Latino,East,Suburbs,Other,Version 3,0.526134788990021,Latino women,Non-white,New Jersey,Once a week or more,Catholic/Attend weekly,"Yes, both boys and girls",No,Yes,Yes,Yes,Health care,No,Women with children,Strongly disapprove,Very important,The Democratic Party,Support,Somewhat serious,Non married women,No,Catholic
8782,43443,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,65 or over,White 60+,4,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Men,Liberal,Liberal Independents,White,West,Rural,Other,Version 3,0.5964935421943659,White men,White,California,Never,All others,"Yes, both boys and girls",No,Yes,Yes,Yes,Health care,Yes,Men with children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Married men,No,None
8807,43514,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,30-39,Latino 30-44,12,Bachelor's degree (BA or BS),Yes,Latino Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,Hispanic/Latino,West,"Cities over 500,000",Other,Version 3,0.35722666978836104,Latino women,Non-white,California,Never,Catholic/Do not attend weekly,No children in home,No,No,No,No,Immigration,No,Women without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Non married women,No,Catholic
8808,43515,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,30-39,Latino 30-44,12,Bachelor's degree (BA or BS),Yes,Latino Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,Hispanic/Latino,West,"Cities over 500,000",Other,Version 3,0.35722666978836104,Latino women,Non-white,California,Never,Catholic/Do not attend weekly,No children in home,No,No,No,No,Immigration,No,Women without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Non married women,No,Catholic
8817,43549,The Democratic candidate,,Female,The Democratic candidate,65 or over,White 60+,8,Attended college but received no degree,No,White Independent,Independent,Independent Women,Liberal,Liberal Independents,White,South,"Cities 50,000-500,000",Other,Version 3,0.80539470911026,White women,White, Virginia,Once a week or more,Catholic/Attend weekly,No children in home,No,No,No,No,Health care,No,Women without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Non married women,No,Catholic
8821,43557,The Republican candidate,,Male,The Republican candidate,45-49,White 45-59,6,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Men,Conservative,Conservative Independents,White,South,Suburbs,White suburban men,Version 3,0.570476293563843,White men,White, Virginia,A few times a year,Protestant/Do not attend weekly,No children in home,Yes,No,No,No,The economy,No,Men without children,Strongly approve,Not at all important,The Republican Party,Oppose,Not too serious,Non married men,Yes,Protestant
8822,43558,The Republican candidate,,Male,The Republican candidate,45-49,White 45-59,6,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Men,Conservative,Conservative Independents,White,South,Suburbs,White suburban men,Version 3,0.570476293563843,White men,White, Virginia,A few times a year,Protestant/Do not attend weekly,No children in home,Yes,No,No,No,The economy,No,Men without children,Strongly approve,Not at all important,The Republican Party,Oppose,Not too serious,Non married men,Yes,Protestant
8827,43571,The Democratic candidate,,Female,The Democratic candidate,65 or over,White 60+,5,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,East,Suburbs,White suburban women,Version 3,2.07480955123901,White women,White,New Jersey,Once a week or more,All others,No children in home,No,No,No,No,Health care,Yes,Women without children,Strongly disapprove,Very important,The Democratic Party,Support,Somewhat serious,Married women,No,Jewish
8831,43590,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,25-29,White 18-29,1,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,South,Suburbs,White suburban men,Version 3,0.7767131924629208,White men,White,Florida,Once a week or more,Protestant/Attend weekly,No children in home,Yes,No,No,No,Health care,Yes,Men without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Married men,Yes,Protestant
8842,43622,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,40-44,Black 30-44,32,Attended college but received no degree,No,Black Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,Black,West,Suburbs,Other,Version 3,0.332318425178528,Black men,Non-white,California,A few times a year,All others,"Yes, both boys and girls",Yes,Yes,Yes,Yes,The economy,Yes,Men with children,Somewhat disapprove,Somewhat important,The Democratic Party,Support,Very serious,Married men,No,Other Christian
8843,43628,The Democratic candidate,,Female,The Democratic candidate,65 or over,White 60+,2,Associate's degree (AA or AS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,East,Suburbs,White suburban women,Version 3,1.03740477561951,White women,White,New Jersey,Once a week or more,Protestant/Attend weekly,No children in home,No,No,No,No,Gun policy,Yes,Women without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Married women,No,Protestant
8847,43648,The Democratic candidate,,Female,The Democratic candidate,50-59,Black 45-59,1,Associate's degree (AA or AS),No,Black Independent,Independent,Independent Women,Liberal,Liberal Independents,Black,Midwest,Suburbs,Other,Version 3,0.35437914729118297,Black women,Non-white,Indiana,Once a week or more,Protestant/Attend weekly,No children in home,Yes,No,No,No,The economy,Yes,Women without children,Strongly disapprove,Somewhat important,The Democratic Party,Support,Very serious,Married women,No,Protestant
8848,43649,The Republican candidate,,Female,,65 or over,White 60+,9,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,South,Rural,Other,Version 3,1.11355328559875,White women,White, North Carolina,Once a week or more,Protestant/Attend weekly,No children in home,Yes,No,No,No,The economy,No,Women without children,Strongly approve,Somewhat important,The Republican Party,Oppose,Somewhat serious,Non married women,Yes,Protestant
8851,43659,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,45-49,White 45-59,26,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,White,West,Suburbs,White suburban men,Version 3,0.418708562850952,White men,White,California,Never,All others,"Yes, only boys",No,Yes,Yes,No,The economy,Yes,Men with children,Strongly disapprove,Very important,The Democratic Party,Oppose,Very serious,Married men,Yes,None
8867,43702,The Democratic candidate,The Democratic candidate,Male,Did not vote,25-29,White 18-29,26,Attended college but received no degree,No,White Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,White,West,Suburbs,White suburban men,Version 3,0.30082899332046503,White men,White,California,Never,All others,No children in home,No,No,No,No,Health care,No,Men without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Non married men,No,None
8872,43729,The Democratic candidate,,Female,The Democratic candidate,30-39,White 30-44,1,Attended college but received no degree,No,White Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,East,"Cities 10,000-50,000",Other,Version 3,0.763120949268341,White women,White,West Virginia,A few times a year,All others,"Yes, only boys",No,Yes,Yes,No,Health care,Yes,Women with children,Somewhat disapprove,Somewhat important,The Democratic Party,Support,Somewhat serious,Married women,Yes,Other Christian
8875,43734,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,40-44,White 30-44,26,Attended college but received no degree,No,White Independent,Independent,Independent Women,Liberal,Liberal Independents,White,West,Suburbs,White suburban women,Version 3,0.367289364337921,White women,White,California,Never,All others,No children in home,No,No,No,No,The economy,Yes,Women without children,Strongly disapprove,Very important,The Democratic Party,Support,Somewhat serious,Married women,Yes,None
8876,43739,The Republican candidate,The Republican candidate,Male,The Democratic candidate,65 or over,White 60+,46,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Men,Conservative,Conservative Independents,White,West,Suburbs,White suburban men,Version 3,1.1371328830718999,White men,White,California,Once a week or more,Protestant/Attend weekly,No children in home,No,No,No,No,Immigration,Yes,Men without children,Strongly approve,Not at all important,The Democratic Party,Oppose,Not too serious,Married men,No,Protestant
8877,43747,The Democratic candidate,,Male,The Democratic candidate,45-49,All others,7,Associate's degree (AA or AS),No,All Other,Independent,Independent Men,Moderate,Moderate Independents,Other,Midwest,"Cities over 500,000",Other,Version 3,0.467458039522171,All other races,Non-white,Indiana,A few times a year,All others,No children in home,No,No,No,No,Health care,Yes,Men without children,Somewhat disapprove,Somewhat important,The Democratic Party,Support,Omit,Married men,Yes,None
8878,43750,The Republican candidate,,Female,The Republican candidate,65 or over,Latino 60+,4,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Yes,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,East,Suburbs,Other,Version 3,1.45986413955688,Latino women,Non-white,New Jersey,A few times a month,Catholic/Do not attend weekly,No children in home,No,No,No,No,The economy,No,Women without children,Strongly approve,Very important,The Republican Party,Support,Very serious,Non married women,No,Catholic
8880,43754,The Republican candidate,,Female,The Republican candidate,60-64,White 60+,5,Never attended college,No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,East,Suburbs,White suburban women,Version 3,1.2744845151901203,White women,White,New Jersey,Once a week or more,Catholic/Attend weekly,No children in home,No,No,No,No,The economy,Yes,Women without children,Strongly approve,Somewhat important,The Republican Party,Oppose,Somewhat serious,Married women,No,Catholic
8886,43778,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,25-29,White 18-29,26,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Women,Liberal,Liberal Independents,White,West,Suburbs,White suburban women,Version 3,0.26388591527938804,White women,White,California,Never,All others,No children in home,No,No,No,No,The economy,Yes,Women without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Married women,No,None
8891,43800,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,45-49,White 45-59,46,Associate's degree (AA or AS),No,White Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,White,West,Suburbs,White suburban men,Version 3,0.503869652748108,White men,White,California,A few times a year,Catholic/Do not attend weekly,No children in home,No,No,No,No,The economy,No,Men without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Non married men,No,Catholic
8893,43810,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,65 or over,Black 60+,26,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,Black Democrat,Democrat,Democratic Women,Conservative,Mod/Conserv. Democrats,Black,West,Suburbs,Other,Version 3,0.46339428424835205,Black women,Non-white,California,Once a week or more,Protestant/Attend weekly,No children in home,Yes,No,No,No,Gun policy,No,Women without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Non married women,No,Protestant
8903,43848,The Democratic candidate,,Male,The Democratic candidate,65 or over,White 60+,4,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,East,Suburbs,White suburban men,Version 3,1.30244255065918,White men,White,New Jersey,A few times a year,All others,No children in home,No,No,No,No,Health care,Yes,Men without children,Somewhat disapprove,Somewhat important,The Democratic Party,Support,Somewhat serious,Married men,No,Jewish
8904,43849,The Democratic candidate,,Male,The Democratic candidate,65 or over,White 60+,4,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,East,Suburbs,White suburban men,Version 3,1.30244255065918,White men,White,New Jersey,A few times a year,All others,No children in home,No,No,No,No,Health care,Yes,Men without children,Somewhat disapprove,Somewhat important,The Democratic Party,Support,Somewhat serious,Married men,No,Jewish
8905,43854,The Democratic candidate,The Democratic candidate,Male,,25-29,White 18-29,4,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Men,Liberal,Liberal Independents,White,West,Rural,Other,Version 3,0.284784764051437,White men,White,California,A few times a year,All others,No children in home,No,No,No,No,The economy,No,Men without children,Strongly disapprove,Somewhat important,The Democratic Party,Support,Somewhat serious,Non married men,No,Other
8910,43875,The Democratic candidate,,Female,The Democratic candidate,18-24,White 18-29,1,Bachelor's degree (BA or BS),No,White Independent,Something else,Independent Women,Moderate,Moderate Independents,White,East,"Cities 10,000-50,000",Other,Version 3,0.598356604576111,White women,White,West Virginia,Once a week or more,All others,No children in home,Yes,No,No,No,Health care,No,Women without children,Somewhat disapprove,Very important,The Democratic Party,Support,Very serious,Non married women,Yes,Other Christian
8912,43877,The Democratic candidate,,Female,The Democratic candidate,18-24,White 18-29,1,Bachelor's degree (BA or BS),No,White Independent,Something else,Independent Women,Moderate,Moderate Independents,White,East,"Cities 10,000-50,000",Other,Version 3,0.598356604576111,White women,White,West Virginia,Once a week or more,All others,No children in home,Yes,No,No,No,Health care,No,Women without children,Somewhat disapprove,Very important,The Democratic Party,Support,Very serious,Non married women,Yes,Other Christian
8913,43878,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,60-64,Latino 60+,25,Associate's degree (AA or AS),Yes,Latino Democrat,Democrat,Democratic Women,Conservative,Mod/Conserv. Democrats,Hispanic/Latino,West,Suburbs,Other,Version 3,0.6651375889778139,Latino women,Non-white,California,Once a week or more,Catholic/Attend weekly,"Yes, both boys and girls",No,Yes,Yes,Yes,Health care,Yes,Women with children,Strongly disapprove,Very important,The Democratic Party,Oppose,Very serious,Married women,No,Catholic
8914,43880,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,18-24,Latino 18-29,46,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Yes,Latino Independent,Something else,Independent Women,Liberal,Liberal Independents,American Indian,West,Suburbs,Other,Version 3,0.31755760312080394,Latino women,Non-white,California,Never,All others,No children in home,No,No,No,No,Gun policy,No,Women without children,Strongly disapprove,Not at all important,The Republican Party,Oppose,Not at all serious,Non married women,No,Other
8917,43906,The Democratic candidate,,Female,The Democratic candidate,60-64,Black 60+,1,Bachelor's degree (BA or BS),No,Black Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Black,Midwest,Suburbs,Other,Version 3,0.560242295265198,Black women,Non-white,Indiana,Once a week or more,All others,No children in home,No,No,No,No,Health care,No,Women without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Non married women,No,Other Christian
8925,43952,The Republican candidate,The Republican candidate,Male,The Democratic candidate,65 or over,All others,46,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,Other,West,Suburbs,Other,Version 3,1.1371328830718999,All other races,Non-white,California,Once a week or more,Protestant/Attend weekly,No children in home,Yes,No,No,No,The economy,No,Men without children,Strongly approve,Very important,The Republican Party,Oppose,Somewhat serious,Non married men,Yes,Protestant
8930,43962,The Democratic candidate,,Male,The Democratic candidate,25-29,All others,7,Attended college but received no degree,No,All Other,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,Other,Midwest,"Cities over 500,000",Other,Version 3,0.400321841239929,All other races,Non-white,Indiana,A few times a month,All others,"Yes, only girls",Yes,Yes,No,Yes,Health care,No,Men with children,Strongly disapprove,Somewhat important,The Democratic Party,Support,Very serious,Non married men,No,None
8931,43975,The Democratic candidate,The Democratic candidate,Female,,65 or over,White 60+,4,Never attended college,No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,South,Suburbs,White suburban women,Version 3,0.840261578559875,White women,White,South Carolina,A few times a month,All others,No children in home,No,No,No,No,The economy,No,Women without children,Strongly disapprove,Somewhat important,The Democratic Party,Support,Very serious,Non married women,Yes,Other Christian
8932,43977,The Republican candidate,The Republican candidate,Male,The Republican candidate,65 or over,White 60+,3,Attended college but received no degree,No,White Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,White,West,"Cities 50,000-500,000",Other,Version 3,2.34701704978943,White men,White,Nevada,Never,All others,No children in home,No,No,No,No,The economy,Yes,Men without children,Strongly approve,Somewhat important,The Republican Party,Support,Somewhat serious,Married men,Yes,None
8940,44011,The Democratic candidate,,Male,The Democratic candidate,30-39,Black 30-44,7,Never attended college,No,Black Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,Black,Midwest,"Cities over 500,000",Other,Version 3,0.3560202121734621,Black men,Non-white,Indiana,A few times a year,All others,No children in home,Yes,No,No,No,Health care,No,Men without children,Strongly disapprove,Very important,The Democratic Party,Support,Somewhat serious,Non married men,Yes,Other Christian
8942,44025,Other,,Female,,50-59,White 45-59,1,Associate's degree (AA or AS),No,White Independent,Something else,Independent Women,Moderate,Moderate Independents,White,South,Rural,Other,Version 3,2.19264435768127,White women,White,Kentucky,Once a week or more,Protestant/Attend weekly,No children in home,Yes,No,No,No,Immigration,Yes,Women without children,Strongly approve,Not at all important,The Republican Party,Oppose,Somewhat serious,Married women,Yes,Protestant
8945,44049,The Republican candidate,The Republican candidate,Female,,60-64,White 60+,2,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Women,Moderate,Mod./Liberal Republicans,White,West,"Cities 50,000-500,000",Other,Version 3,1.04812979698181,White women,White, Idaho,Once a week or more,All others,No children in home,Yes,No,No,No,Omit,Yes,Women without children,Strongly approve,Not at all important,Omit,Oppose,Somewhat serious,Married women,Yes,Other Christian
8949,44058,The Democratic candidate,,Female,,30-39,White 30-44,1,Associate's degree (AA or AS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,South,Rural,Other,Version 3,1.5899690389633199,White women,White,Kentucky,A few times a year,All others,No children in home,No,No,No,No,Health care,No,Women without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Non married women,Yes,Other
8953,44079,The Democratic candidate,,Female,The Democratic candidate,40-44,Latino 30-44,1,Attended college but received no degree,No,Latino Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Hispanic/Latino,Midwest,Suburbs,Other,Version 3,0.41381046175956704,Latino women,Non-white,Indiana,Never,All others,"Yes, only girls",No,Yes,No,Yes,Health care,No,Women with children,Strongly disapprove,Very important,The Democratic Party,Oppose,Very serious,Non married women,No,Other Christian
8977,44179,The Republican candidate,Other,Female,,30-39,White 30-44,16,Associate's degree (AA or AS),No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,Midwest,Suburbs,White suburban women,Version 3,0.7230319976806641,White women,White, Illinois,Once a week or more,All others,"Yes, both boys and girls",No,Yes,Yes,Yes,Health care,Yes,Women with children,Strongly disapprove,Somewhat important,The Democratic Party,Support,Somewhat serious,Married women,No,Other Christian
8981,44193,The Republican candidate,The Republican candidate,Male,,30-39,White 30-44,1,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,Midwest,Suburbs,White suburban men,Version 3,1.0378999710083001,White men,White, Illinois,A few times a year,Protestant/Do not attend weekly,"Yes, only girls",No,Yes,No,Yes,The economy,Yes,Men with children,Somewhat disapprove,Not too important,The Republican Party,Support,Very serious,Married men,Yes,Protestant
8992,44217,The Democratic candidate,,Female,The Democratic candidate,45-49,White 45-59,5,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,East,Suburbs,White suburban women,Version 3,0.601296901702881,White women,White,New Jersey,Once a week or more,All others,"Yes, both boys and girls",No,Yes,Yes,Yes,Health care,Yes,Women with children,Strongly disapprove,Very important,The Democratic Party,Support,Somewhat serious,Married women,No,Other Christian
8999,44245,The Democratic candidate,The Democratic candidate,Female,,40-44,All others,5,Bachelor's degree (BA or BS),No,All Other,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Other,South,Suburbs,Other,Version 3,0.46536105871200606,All other races,Non-white,South Carolina,Once a week or more,All others,No children in home,No,No,No,No,Health care,Yes,Women without children,Strongly disapprove,Very important,The Democratic Party,Oppose,Very serious,Married women,No,Other Christian
9006,44260,The Republican candidate,The Republican candidate,Female,,30-39,White 30-44,1,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,Midwest,Suburbs,White suburban women,Version 3,0.906853675842285,White women,White, Illinois,A few times a month,Protestant/Do not attend weekly,"Yes, only girls",No,Yes,No,Yes,The economy,Yes,Women with children,Strongly disapprove,Very important,The Republican Party,Support,Very serious,Married women,Yes,Protestant
9011,44268,The Democratic candidate,The Democratic candidate,Female,,60-64,White 60+,2,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,West,"Cities 50,000-500,000",Other,Version 3,0.889726221561432,White women,White, Idaho,Never,Protestant/Do not attend weekly,No children in home,No,No,No,No,Health care,Yes,Women without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Married women,Yes,Protestant
9012,44269,The Democratic candidate,The Democratic candidate,Female,,30-39,All others,6,Associate's degree (AA or AS),No,All Other,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Asian,Midwest,Suburbs,Other,Version 3,0.444108754396439,All other races,Non-white, Illinois,A few times a month,All others,"Yes, both boys and girls",No,Yes,Yes,Yes,Immigration,Yes,Women with children,Somewhat disapprove,Very important,The Democratic Party,Support,Very serious,Married women,No,Muslim
9014,44277,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,50-59,All others,5,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,All Other,Independent,Independent Men,Conservative,Conservative Independents,Asian,East,Suburbs,Other,Version 3,0.975518643856049,All other races,Non-white,Massachusetts,A few times a year,All others,"Yes, only boys",No,Yes,Yes,No,Health care,Yes,Men with children,Strongly disapprove,Very important,The Democratic Party,Support,Somewhat serious,Married men,No,None
9028,44318,The Democratic candidate,,Female,The Democratic candidate,65 or over,White 60+,1,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,Midwest,Suburbs,White suburban women,Version 3,0.735603630542755,White women,White,Indiana,Once a week or more,Protestant/Attend weekly,No children in home,No,No,No,No,Health care,Yes,Women without children,Strongly disapprove,Very important,The Democratic Party,Support,Somewhat serious,Married women,No,Protestant
9038,44340,The Republican candidate,The Republican candidate,Female,,50-59,White 45-59,5,Never attended college,No,White Democrat,Democrat,Democratic Women,Conservative,Mod/Conserv. Democrats,White,South,Suburbs,White suburban women,Version 3,0.61371248960495,White women,White,South Carolina,A few times a year,All others,"Yes, both boys and girls",Yes,Yes,Yes,Yes,Immigration,Yes,Women with children,Strongly approve,Somewhat important,The Republican Party,Support,Very serious,Married women,No,Other
9043,44348,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,25-29,White 18-29,3,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Something else,Independent Men,Liberal,Liberal Independents,White,West,"Cities 50,000-500,000",Other,Version 3,1.08435654640198,White men,White,Nevada,Never,All others,No children in home,No,No,No,No,Health care,No,Men without children,Strongly disapprove,Somewhat important,The Democratic Party,Support,Somewhat serious,Non married men,Yes,None
