,ID,HOU,GOV,SEX,SEN,AGE8,AGEBYRACE,CDNUM,EDUC18,LATINO,PARTYBYRACE,PARTYID,PARTYSEX,PHIL3,PTYIDEO7,QRACEAI,REGION,SIZEPLAC,SUBURBWHITE,VERSION,WEIGHT,SEXBYRACE,RACE2B,STANUM,TRACK,FAVDEM2,FAVPARTY,FAVREP2,FINSIT2,FORTRUMPH,INCOME18GEN,INCWHITE,LGBT,NEC,TAXCUTS18,TRADE18,UNITED18
9777,46385,1,1.0,1,,7,8,1,5,2.0,4,1,1,2,7,2,2,3,3,Version 4,0.42471346259117104,3,2,11,2,1,2,2,2,3,1.0,3.0,2.0,4,3,3,3
9785,46406,1,1.0,1,,3,6,7,1,2.0,4,1,1,3,5,2,3,5,3,Version 4,0.366401374340057,3,2,1,2,1,2,2,3,2,1.0,3.0,2.0,4,3,2,3
9788,46414,2,2.0,1,2.0,1,1,8,3,2.0,1,2,5,1,2,1,3,1,1,Version 4,0.7802152037620541,1,1,8,2,2,3,2,1,2,3.0,2.0,1.0,2,1,2,3
9790,46416,2,2.0,1,2.0,3,2,27,3,2.0,2,1,1,2,7,1,4,1,1,Version 4,1.28575658798218,1,1,30,2,2,1,1,3,3,1.0,1.0,2.0,2,2,2,3
9791,46417,2,2.0,1,2.0,3,2,27,3,2.0,2,1,1,2,7,1,4,1,1,Version 4,1.28575658798218,1,1,30,2,2,1,1,3,3,1.0,1.0,2.0,2,2,2,3
9796,46426,1,1.0,1,,3,2,5,5,2.0,2,1,1,2,7,1,3,2,3,Version 4,0.27257946133613603,1,1,9,2,1,2,2,1,3,5.0,2.0,2.0,2,3,3,3
9798,46428,2,2.0,1,,4,2,3,3,2.0,1,2,5,3,1,1,3,1,1,Version 4,0.28477847576141396,1,1,9,1,2,1,1,1,1,3.0,2.0,2.0,2,1,1,1
9806,46445,1,1.0,2,,1,13,3,2,2.0,8,4,4,2,6,4,2,3,3,Version 4,0.680133759975433,7,2,11,2,1,4,1,2,2,1.0,3.0,2.0,3,2,2,3
9811,46462,1,1.0,2,1.0,6,3,14,4,2.0,3,3,4,1,4,1,2,1,2,Version 4,0.583938717842102,2,1,33,2,1,2,2,2,2,4.0,2.0,2.0,2,1,3,3
9815,46469,2,2.0,2,2.0,6,3,20,4,2.0,3,3,4,1,4,1,4,2,3,Version 4,0.82359367609024,2,1,30,2,2,3,2,1,2,4.0,2.0,2.0,2,1,2,3
9816,46470,1,4.0,2,1.0,3,2,2,5,2.0,3,3,4,2,6,1,2,2,3,Version 4,0.7538117766380309,2,1,33,2,1,2,2,3,3,3.0,2.0,2.0,3,2,2,3
9817,46471,1,1.0,1,1.0,7,12,14,4,1.0,7,3,3,1,4,5,4,3,3,Version 4,1.78335022926331,5,2,30,2,1,2,2,2,3,4.0,4.0,2.0,2,3,3,3
9833,46503,1,1.0,1,1.0,3,2,11,3,2.0,2,1,1,2,7,1,4,3,3,Version 4,0.641581594944,1,1,30,2,1,2,2,2,3,4.0,2.0,2.0,3,2,3,3
9852,46535,2,1.0,2,2.0,8,4,9,4,2.0,3,3,4,3,3,1,2,2,3,Version 4,1.53750276565552,2,1,33,2,2,1,1,1,2,3.0,2.0,2.0,2,1,2,3
9862,46554,3,1.0,1,,3,13,3,5,2.0,8,3,3,3,3,4,2,3,3,Version 4,1.2667863368988,7,2,11,2,1,2,2,1,2,2.0,3.0,2.0,4,3,3,3
9878,46586,1,1.0,1,1.0,3,6,26,5,2.0,4,1,1,1,5,2,4,2,3,Version 4,0.55352246761322,3,2,30,2,3,5,2,2,3,3.0,4.0,2.0,5,2,3,3
9883,46598,1,1.0,1,,2,5,1,2,2.0,1,2,5,3,1,2,3,2,3,Version 4,0.13087566196918501,3,2,9,1,1,2,2,1,2,1.0,3.0,2.0,4,2,2,3
9886,46604,2,1.0,2,,2,1,7,5,2.0,3,3,4,1,4,1,3,5,3,Version 4,0.648313105106354,2,1,1,2,2,3,2,2,2,1.0,1.0,2.0,2,2,2,3
9887,46605,2,2.0,1,2.0,7,4,2,3,2.0,1,2,5,3,1,1,4,1,1,Version 4,1.9237190485000601,1,1,30,1,2,1,1,1,1,3.0,2.0,2.0,2,2,1,3
9890,46609,1,1.0,1,1.0,8,8,20,5,2.0,4,1,1,2,7,2,4,2,3,Version 4,0.8378471732139591,3,2,30,2,1,2,2,2,3,4.0,4.0,2.0,3,3,2,3
9894,46620,2,2.0,1,,1,9,9,2,1.0,7,4,3,1,4,3,2,2,3,Version 4,0.647175312042236,5,2,33,1,2,1,1,2,1,3.0,4.0,2.0,2,2,1,3
9897,46628,2,2.0,2,2.0,1,1,14,4,2.0,3,4,4,3,3,1,2,1,2,Version 4,0.80329042673111,2,1,33,1,2,1,1,1,2,3.0,2.0,2.0,2,1,4,3
9905,46639,2,2.0,1,,6,3,7,5,2.0,1,2,5,3,1,1,3,5,3,Version 4,0.705148279666901,1,1,1,1,2,1,1,1,1,2.0,1.0,2.0,2,1,1,3
9913,46656,2,2.0,1,2.0,6,3,11,3,2.0,3,3,3,2,6,1,3,1,1,Version 4,1.67117726802826,1,1,8,1,2,1,1,3,1,2.0,1.0,2.0,3,3,1,3
9917,46665,1,1.0,1,1.0,8,4,11,4,2.0,2,1,1,2,7,1,4,3,3,Version 4,0.983917415142059,1,1,30,2,1,2,2,2,3,3.0,2.0,2.0,2,3,2,3
9928,46690,2,2.0,2,2.0,6,3,1,4,2.0,1,2,6,3,1,1,4,2,3,Version 4,0.540288507938385,2,1,6,1,2,1,1,2,1,3.0,2.0,2.0,2,2,3,2
9930,46693,1,1.0,1,1.0,8,4,15,3,2.0,2,1,1,2,7,1,2,1,1,Version 4,0.8362939953804019,1,1,33,2,1,2,2,3,3,4.0,2.0,2.0,3,3,3,3
9931,46694,1,1.0,1,1.0,8,4,15,3,2.0,2,1,1,2,7,1,2,1,1,Version 4,0.8362939953804019,1,1,33,2,1,2,2,3,3,4.0,2.0,2.0,3,3,3,3
9935,46698,2,2.0,1,2.0,8,4,9,1,2.0,3,3,3,1,4,1,2,2,3,Version 4,1.3433761596679699,1,1,33,1,2,1,1,1,2,1.0,1.0,2.0,2,2,1,3
9936,46699,1,1.0,1,1.0,2,9,6,5,,6,1,1,1,5,3,3,2,3,Version 4,0.9218193292617801,5,2,8,2,1,2,2,3,4,2.0,3.0,2.0,2,3,2,3
9937,46700,1,1.0,1,,4,6,5,4,2.0,4,1,1,2,7,2,3,2,3,Version 4,0.18678615987300898,3,2,9,2,1,2,2,1,4,1.0,3.0,2.0,4,3,3,3
9938,46701,1,1.0,1,,4,6,5,4,2.0,4,1,1,2,7,2,3,2,3,Version 4,0.18678615987300898,3,2,9,2,1,2,2,1,4,1.0,3.0,2.0,4,3,3,3
9950,46727,1,1.0,1,,3,6,7,2,2.0,4,1,1,3,5,2,3,5,3,Version 4,0.366401374340057,3,2,1,2,1,2,2,2,4,2.0,3.0,2.0,3,3,3,3
9957,46736,2,2.0,1,2.0,6,7,11,1,2.0,1,2,5,3,1,2,4,1,3,Version 4,1.82039904594421,3,2,36,1,2,1,1,1,1,3.0,4.0,2.0,1,1,4,3
9959,46738,1,1.0,1,1.0,8,4,26,5,2.0,3,4,3,2,6,1,4,2,3,Version 4,0.750884354114532,1,1,30,2,1,2,2,2,3,2.0,1.0,2.0,3,3,3,3
9962,46745,3,4.0,1,2.0,4,2,9,2,2.0,3,3,3,2,6,1,2,2,3,Version 4,0.858836710453033,1,1,33,2,2,3,2,3,3,2.0,1.0,1.0,3,3,3,3
9973,46769,2,2.0,1,2.0,6,3,13,5,2.0,1,2,5,1,2,1,3,2,3,Version 4,1.51925206184387,1,1,8,1,2,3,2,2,2,5.0,2.0,2.0,2,1,4,3
9981,46787,1,1.0,1,1.0,6,7,2,4,2.0,4,1,1,2,7,2,2,2,3,Version 4,0.56404185295105,3,2,33,2,1,2,2,3,3,1.0,3.0,2.0,3,2,3,3
9987,46795,1,1.0,1,1.0,8,4,1,2,2.0,3,3,3,2,6,1,2,2,3,Version 4,0.825572311878204,1,1,33,2,1,2,2,2,3,2.0,1.0,2.0,2,3,3,3
9998,46815,1,1.0,2,1.0,2,1,26,4,2.0,2,1,2,3,5,1,4,2,3,Version 4,0.47338879108429,2,1,30,1,1,2,2,1,2,2.0,1.0,2.0,2,2,2,1
10004,46828,1,1.0,1,,7,12,1,3,1.0,6,1,1,1,5,2,2,3,3,Version 4,0.42471346259117104,5,2,11,2,1,2,2,3,2,2.0,3.0,2.0,3,3,3,3
10007,46835,1,1.0,1,1.0,5,3,26,2,2.0,2,1,1,1,5,1,4,2,3,Version 4,0.496156394481659,1,1,30,2,1,2,2,2,3,1.0,1.0,2.0,2,2,2,3
10012,46847,1,1.0,2,,3,6,7,1,2.0,4,1,2,2,7,2,3,5,3,Version 4,0.430779218673706,4,2,1,2,1,2,2,3,2,1.0,3.0,2.0,4,3,2,3
10016,46858,2,2.0,2,2.0,2,1,20,4,2.0,1,2,6,3,1,1,4,2,3,Version 4,0.6457727551460269,2,1,30,1,2,1,1,1,2,3.0,2.0,2.0,2,2,2,3
10024,46871,2,2.0,1,2.0,6,11,15,5,1.0,7,3,3,1,4,3,4,3,3,Version 4,0.773981213569641,5,2,30,1,2,1,1,2,1,3.0,4.0,2.0,2,1,2,2
10035,46893,2,2.0,2,2.0,3,2,26,2,2.0,1,2,6,3,1,1,4,2,3,Version 4,0.8344303965568539,2,1,30,1,2,1,1,1,2,3.0,2.0,2.0,2,1,1,3
10042,46905,1,1.0,1,1.0,6,3,5,2,2.0,2,1,1,2,7,1,4,5,3,Version 4,0.3918628990650179,1,1,6,2,1,2,2,2,3,1.0,1.0,2.0,3,3,3,3
10055,46926,1,1.0,1,1.0,8,8,1,5,2.0,5,4,3,1,4,2,2,2,3,Version 4,0.628763258457184,3,2,33,2,1,2,2,2,2,3.0,4.0,2.0,3,3,3,3
10063,46941,1,1.0,2,1.0,6,11,15,1,1.0,6,1,2,2,7,3,4,3,3,Version 4,0.690520405769348,6,2,30,2,1,2,2,2,2,2.0,3.0,2.0,2,3,2,3
10064,46945,1,1.0,1,1.0,1,1,12,2,2.0,3,3,3,2,6,1,2,3,3,Version 4,0.392687380313873,1,1,33,2,1,2,2,2,3,5.0,2.0,2.0,2,2,2,3
10068,46952,2,2.0,1,2.0,8,4,4,2,2.0,1,2,5,3,1,1,4,1,1,Version 4,1.06584441661835,1,1,30,1,2,1,1,2,1,4.0,2.0,2.0,2,2,2,3
10073,46958,3,3.0,2,1.0,8,4,26,2,2.0,3,4,4,1,4,1,4,2,3,Version 4,1.0277292728424101,2,1,30,2,1,2,2,2,2,3.0,2.0,2.0,1,1,3,3
10076,46965,2,4.0,2,2.0,5,3,11,2,2.0,1,2,6,1,2,1,4,1,2,Version 4,1.98555839061737,2,1,36,1,2,1,1,1,2,4.0,2.0,2.0,2,1,1,2
10077,46967,1,1.0,1,1.0,6,11,20,5,1.0,6,1,1,2,7,3,4,2,3,Version 4,0.483269214630127,5,2,30,2,1,2,2,1,3,4.0,4.0,2.0,2,3,3,3
10079,46971,1,2.0,2,1.0,3,6,2,4,2.0,5,4,4,2,6,2,2,2,3,Version 4,0.574109852313995,4,2,33,2,1,4,1,1,2,3.0,4.0,2.0,2,2,3,3
10080,46972,2,1.0,2,2.0,8,4,1,4,2.0,1,2,6,3,1,1,4,5,3,Version 4,0.15044447779655498,2,1,43,1,2,1,1,2,2,4.0,2.0,2.0,2,3,2,1
10081,46973,2,1.0,2,2.0,8,4,1,4,2.0,1,2,6,3,1,1,4,5,3,Version 4,0.15044447779655498,2,1,43,1,2,1,1,2,2,4.0,2.0,2.0,2,3,2,1
10083,46981,1,,1,1.0,4,10,1,4,1.0,6,1,1,2,7,3,4,4,3,Version 4,0.30261150002479603,5,2,7,2,1,2,2,3,3,1.0,3.0,2.0,4,3,3,3
10085,46987,3,2.0,2,1.0,1,9,15,3,1.0,7,3,4,2,6,3,4,3,3,Version 4,0.6009854674339289,6,2,30,2,1,2,2,1,1,2.0,3.0,2.0,1,2,3,3
10091,46998,1,1.0,2,1.0,8,4,20,5,2.0,1,2,6,2,2,1,4,2,3,Version 4,0.913862586021423,2,1,30,2,1,2,2,1,2,3.0,2.0,2.0,2,2,3,3
10094,47002,2,2.0,1,2.0,3,2,4,3,2.0,1,2,5,1,2,1,4,1,1,Version 4,0.695003509521484,1,1,30,1,2,1,1,1,1,4.0,2.0,2.0,2,2,2,3
10101,47014,1,1.0,2,3.0,2,1,1,2,2.0,3,3,4,2,6,1,4,4,3,Version 4,0.0792135074734688,2,1,43,2,2,3,2,2,2,1.0,1.0,2.0,2,2,3,3
10102,47015,1,1.0,2,,3,2,2,2,2.0,3,3,4,1,4,1,4,5,3,Version 4,0.5152300596237179,2,1,27,2,1,2,2,2,3,4.0,2.0,1.0,2,2,2,3
10107,47027,1,1.0,2,1.0,3,13,26,3,2.0,8,1,2,1,5,5,4,2,3,Version 4,0.6037418246269229,7,2,30,2,1,2,2,3,2,1.0,3.0,2.0,1,3,3,2
10112,47038,1,1.0,2,1.0,6,11,6,3,1.0,1,2,6,1,2,3,3,2,3,Version 4,1.3859155178070102,6,2,8,2,1,2,2,2,3,3.0,4.0,2.0,2,2,1,3
10116,47048,2,2.0,2,2.0,3,2,5,5,2.0,1,2,6,3,1,1,2,1,2,Version 4,1.1099745035171498,2,1,33,1,2,1,1,1,2,5.0,2.0,2.0,1,1,2,2
10118,47053,1,1.0,1,1.0,2,1,11,4,2.0,2,1,1,1,5,1,4,3,3,Version 4,0.5030586123466491,1,1,30,2,1,2,2,2,3,3.0,2.0,1.0,2,2,2,3
10123,47061,1,1.0,1,1.0,7,4,13,4,2.0,3,3,3,1,4,1,2,1,1,Version 4,0.8821183443069459,1,1,33,2,1,2,2,2,3,3.0,2.0,2.0,2,2,2,3
10125,47064,2,2.0,1,2.0,8,4,4,1,2.0,1,2,5,3,1,1,2,5,3,Version 4,1.6419041156768799,1,1,33,1,2,1,1,2,1,2.0,1.0,2.0,2,2,3,3
10134,47085,1,1.0,2,1.0,3,10,15,3,1.0,6,1,2,2,7,3,4,3,3,Version 4,0.690520405769348,6,2,30,2,1,2,2,2,3,3.0,4.0,1.0,3,3,3,3
10135,47086,1,1.0,1,1.0,1,1,12,2,2.0,2,1,1,2,7,1,2,3,3,Version 4,0.392687380313873,1,1,33,2,1,2,2,2,3,4.0,2.0,2.0,3,2,2,3
10149,47113,2,2.0,1,2.0,8,4,13,1,2.0,1,2,5,1,2,1,2,1,1,Version 4,1.41698575019836,1,1,33,1,2,1,1,1,1,3.0,2.0,2.0,2,1,2,2
10155,47123,2,2.0,1,2.0,8,4,1,4,2.0,3,3,3,1,4,1,4,4,3,Version 4,0.140495017170906,1,1,43,1,2,1,1,1,2,3.0,2.0,2.0,2,1,2,2
10158,47128,1,1.0,1,,2,5,1,2,2.0,5,3,3,1,4,2,3,2,3,Version 4,0.13087566196918501,3,2,9,1,1,2,2,2,2,2.0,3.0,2.0,2,2,2,3
10160,47132,1,1.0,2,1.0,2,1,8,4,2.0,2,1,2,2,7,1,2,1,2,Version 4,0.473403066396713,2,1,33,2,1,2,2,2,3,4.0,2.0,2.0,3,2,2,3
10163,47143,2,2.0,2,2.0,6,3,14,4,2.0,1,2,6,3,1,1,2,1,2,Version 4,0.9380066394805909,2,1,33,1,2,1,1,1,1,4.0,2.0,1.0,1,1,1,1
10174,47171,1,1.0,2,,6,3,2,5,2.0,2,1,2,2,7,1,4,5,3,Version 4,0.5152300596237179,2,1,27,2,1,2,2,2,3,4.0,2.0,2.0,2,3,2,3
10177,47176,1,1.0,2,1.0,1,1,13,5,2.0,1,2,6,1,2,1,3,2,3,Version 4,1.05915439128876,2,1,8,2,1,2,2,1,2,4.0,2.0,2.0,1,1,1,3
10193,47214,1,1.0,1,,6,3,2,1,2.0,3,3,3,1,4,1,4,5,3,Version 4,0.41784593462944003,1,1,27,2,1,2,2,2,3,1.0,1.0,2.0,2,3,3,3
10194,47215,1,1.0,1,,6,3,2,1,2.0,3,3,3,1,4,1,4,5,3,Version 4,0.41784593462944003,1,1,27,2,1,2,2,2,3,1.0,1.0,2.0,2,3,3,3
10197,47222,2,2.0,1,2.0,8,4,14,1,2.0,3,3,3,1,4,1,2,1,1,Version 4,1.45690083503723,1,1,33,2,2,1,1,1,1,5.0,2.0,2.0,2,1,1,3
10198,47223,1,1.0,2,1.0,5,7,15,3,2.0,4,1,2,2,7,2,4,3,3,Version 4,0.7806304097175601,4,2,30,2,1,2,2,2,3,3.0,4.0,2.0,2,3,3,3
10201,47226,2,3.0,2,4.0,4,6,13,2,2.0,5,4,4,3,3,2,2,1,3,Version 4,0.694821834564209,4,2,33,2,2,3,2,2,2,3.0,4.0,2.0,2,1,3,3
10203,47236,1,1.0,1,3.0,6,3,1,5,2.0,3,3,3,1,4,1,4,4,3,Version 4,0.0819308683276176,1,1,43,2,3,5,2,4,2,1.0,1.0,2.0,3,4,3,3
10205,47239,1,1.0,1,1.0,1,1,12,2,2.0,2,1,1,2,7,1,2,3,3,Version 4,0.392687380313873,1,1,33,2,1,2,2,2,3,5.0,2.0,2.0,3,2,2,2
10208,47251,1,1.0,1,1.0,3,6,15,4,2.0,5,4,3,1,4,2,4,3,3,Version 4,0.36652159690856895,3,2,30,2,1,2,2,2,3,1.0,3.0,2.0,3,3,3,3
10213,47260,1,1.0,1,1.0,5,3,11,3,2.0,2,1,1,1,5,1,4,1,1,Version 4,1.1650882959365803,1,1,36,2,1,2,2,1,3,5.0,2.0,2.0,2,2,3,3
10220,47275,1,1.0,2,3.0,3,2,1,5,2.0,2,1,2,2,7,1,4,5,3,Version 4,0.0926070287823677,2,1,43,2,1,2,2,1,4,3.0,2.0,2.0,3,2,3,3
10235,47311,2,2.0,2,2.0,8,4,1,5,2.0,1,2,6,3,1,1,2,2,3,Version 4,1.51779115200043,2,1,33,1,2,1,1,1,1,2.0,1.0,2.0,2,1,1,2
10240,47328,1,1.0,1,1.0,1,1,4,4,2.0,2,1,1,2,7,1,2,5,3,Version 4,0.492417484521866,1,1,33,2,1,2,2,3,3,3.0,2.0,2.0,2,2,3,3
10242,47335,2,2.0,2,,8,4,10,1,2.0,1,2,6,3,1,1,3,1,2,Version 4,0.5167910456657411,2,1,9,1,2,1,1,1,1,1.0,1.0,2.0,1,1,1,3
10254,47357,1,1.0,1,,1,1,1,4,2.0,2,1,1,2,7,1,3,2,3,Version 4,0.36329403519630393,1,1,1,2,2,3,2,2,3,1.0,1.0,2.0,2,1,1,3
10264,47382,1,1.0,1,,4,10,5,1,,6,1,1,2,7,3,2,3,3,Version 4,0.6193665862083441,5,2,11,2,1,2,2,2,3,2.0,3.0,2.0,4,2,3,3
10265,47387,2,2.0,2,,3,2,10,4,2.0,1,2,6,1,2,1,3,1,2,Version 4,0.33052244782447804,2,1,9,1,2,1,1,1,1,2.0,1.0,2.0,2,2,1,3
10270,47395,2,,1,2.0,5,7,1,5,2.0,1,2,5,3,1,2,4,4,3,Version 4,0.437194615602493,3,2,7,1,2,1,1,1,1,3.0,4.0,1.0,2,1,1,2
10271,47396,2,,1,2.0,5,7,1,5,2.0,1,2,5,3,1,2,4,4,3,Version 4,0.437194615602493,3,2,7,1,2,1,1,1,1,3.0,4.0,1.0,2,1,1,2
10284,47421,1,,1,1.0,6,7,1,5,2.0,4,1,1,1,5,2,4,1,3,Version 4,0.168707355856895,3,2,7,2,1,2,2,3,3,3.0,4.0,2.0,3,2,3,3
10291,47440,2,2.0,1,,6,3,10,4,2.0,1,2,5,1,2,1,3,1,1,Version 4,0.281127482652664,1,1,9,1,2,1,1,1,2,3.0,2.0,2.0,2,1,2,3
10294,47446,2,2.0,2,,1,1,1,2,2.0,1,2,6,1,2,1,3,2,3,Version 4,0.563288450241089,2,1,1,1,2,1,1,2,2,5.0,2.0,1.0,2,2,2,3
10295,47451,1,1.0,1,,6,7,3,2,2.0,4,1,1,2,7,2,2,3,3,Version 4,0.5942593812942499,3,2,11,2,1,2,2,2,3,3.0,4.0,2.0,4,3,3,3
10300,47460,1,1.0,2,2.0,3,2,4,4,2.0,2,1,2,1,5,1,2,1,2,Version 4,0.566855490207672,2,1,20,2,1,2,2,2,3,3.0,2.0,2.0,2,3,3,3
10306,47467,2,2.0,2,2.0,5,3,1,1,,1,2,6,3,1,1,4,1,2,Version 4,0.262240082025528,2,1,17,1,2,1,1,1,2,3.0,2.0,2.0,1,1,1,3
10313,47487,1,1.0,2,1.0,3,6,8,4,2.0,5,3,4,1,4,2,2,1,3,Version 4,0.421013861894608,4,2,33,2,1,2,2,2,3,2.0,3.0,2.0,2,2,3,3
10314,47490,1,1.0,1,,6,3,5,4,2.0,2,1,1,2,7,1,2,3,3,Version 4,0.6193665862083441,1,1,11,2,1,2,2,2,3,3.0,2.0,2.0,2,2,3,3
10315,47491,2,2.0,2,,6,3,10,3,2.0,1,2,6,3,1,1,3,1,2,Version 4,0.33052244782447804,2,1,9,1,2,1,1,1,1,3.0,2.0,2.0,1,1,1,2
10316,47494,1,1.0,1,1.0,4,6,15,3,2.0,4,1,1,2,7,2,4,3,3,Version 4,0.633082747459412,3,2,30,2,1,2,2,1,2,1.0,3.0,2.0,4,3,3,3
10318,47497,1,1.0,2,,6,7,1,2,2.0,5,3,4,1,4,2,3,2,3,Version 4,0.173972845077515,4,2,9,1,2,1,1,1,2,3.0,4.0,2.0,1,1,1,2
10321,47508,1,1.0,1,1.0,8,4,11,4,2.0,2,1,1,2,7,1,4,3,3,Version 4,0.983917415142059,1,1,30,2,1,2,2,3,3,3.0,2.0,2.0,3,3,3,3
10323,47512,1,,1,1.0,5,7,1,2,2.0,4,1,1,3,5,2,4,1,3,Version 4,0.168707355856895,3,2,7,2,1,2,2,3,3,3.0,4.0,2.0,4,3,3,3
10331,47534,1,1.0,1,1.0,1,1,4,1,2.0,3,3,3,2,6,1,2,1,1,Version 4,0.424151241779327,1,1,20,2,1,2,2,2,3,1.0,1.0,2.0,4,2,3,3
10333,47541,1,1.0,1,1.0,8,4,14,5,2.0,2,1,1,2,7,1,2,1,1,Version 4,0.906966686248779,1,1,33,2,1,4,1,1,2,4.0,2.0,2.0,2,2,2,3
10339,47554,2,2.0,1,,2,1,10,4,2.0,1,2,5,1,2,1,3,1,1,Version 4,0.21984165906906103,1,1,9,2,2,1,1,1,2,3.0,2.0,2.0,3,2,2,3
10340,47555,2,2.0,1,,2,1,10,4,2.0,1,2,5,1,2,1,3,1,1,Version 4,0.21984165906906103,1,1,9,2,2,1,1,1,2,3.0,2.0,2.0,3,2,2,3
10341,47557,1,1.0,2,3.0,7,4,1,5,2.0,3,3,4,1,4,1,4,5,3,Version 4,0.142020389437675,2,1,43,2,2,3,2,2,3,5.0,2.0,2.0,3,3,3,3
10346,47564,2,2.0,2,2.0,1,1,12,2,2.0,1,2,6,3,1,1,2,3,3,Version 4,0.7219445705413822,2,1,33,1,2,1,1,1,2,4.0,2.0,2.0,2,1,2,3
10352,47579,1,,2,1.0,5,7,2,2,2.0,4,1,2,3,5,2,3,5,3,Version 4,0.29772487282753,4,2,22,1,2,3,2,2,3,1.0,3.0,2.0,3,2,2,3
10355,47592,1,1.0,1,1.0,3,6,8,4,2.0,5,3,3,1,4,2,2,1,3,Version 4,0.413630723953247,3,2,33,2,1,2,2,2,3,2.0,3.0,2.0,1,3,3,3
10356,47593,1,1.0,2,3.0,7,12,14,2,1.0,6,1,2,2,7,3,4,3,3,Version 4,0.7897396683692929,6,2,30,3,3,5,3,4,3,3.0,4.0,2.0,5,4,4,4
10358,47597,1,,1,1.0,5,7,1,4,2.0,4,1,1,2,7,2,4,1,3,Version 4,0.183815464377403,3,2,7,2,1,2,2,2,3,2.0,3.0,1.0,3,3,3,3
10359,47598,1,1.0,2,1.0,6,11,15,1,1.0,6,1,2,2,7,3,4,3,3,Version 4,0.690520405769348,6,2,30,2,1,2,2,2,2,2.0,3.0,2.0,2,3,2,3
10361,47602,1,1.0,1,3.0,3,2,2,4,2.0,2,1,1,1,5,1,4,5,3,Version 4,0.187401622533798,1,1,17,2,1,2,2,2,3,1.0,1.0,1.0,3,2,3,3
10363,47605,1,,1,1.0,3,2,1,4,2.0,2,1,1,2,7,1,4,1,1,Version 4,0.14923307299614,1,1,7,2,1,2,2,3,3,2.0,1.0,1.0,3,3,3,3
10364,47608,1,1.0,2,,3,2,5,4,2.0,2,1,2,1,5,1,2,3,3,Version 4,0.70886904001236,2,1,11,1,1,2,2,1,3,4.0,2.0,2.0,1,1,1,1
10368,47617,1,1.0,2,1.0,2,5,15,2,2.0,4,1,2,1,5,2,4,3,3,Version 4,0.612085580825806,4,2,30,2,1,2,2,2,3,1.0,3.0,2.0,3,2,3,3
10371,47629,2,2.0,1,2.0,7,4,17,4,2.0,3,4,3,3,3,1,4,1,1,Version 4,2.05789494514465,1,1,36,2,3,5,3,1,2,3.0,2.0,2.0,2,2,1,3
10373,47635,4,2.0,1,,5,3,5,2,2.0,1,2,5,1,2,1,3,1,1,Version 4,0.38577327132225,1,1,1,1,2,1,1,2,1,3.0,2.0,2.0,2,1,1,1
10384,47657,2,,2,2.0,1,1,3,4,2.0,1,2,6,3,1,1,3,1,2,Version 4,0.442324817180634,2,1,22,1,2,1,1,1,1,3.0,2.0,2.0,2,1,1,3
10387,47662,1,1.0,1,1.0,6,7,1,4,2.0,4,1,1,3,5,2,2,2,3,Version 4,0.39772182703018205,3,2,33,2,1,2,2,2,3,4.0,4.0,2.0,3,3,3,3
10397,47690,2,2.0,1,3.0,2,1,1,2,2.0,1,2,5,3,1,1,4,1,1,Version 4,0.166755735874176,1,1,17,1,2,1,1,1,1,2.0,1.0,2.0,2,1,1,2
10399,47692,2,2.0,2,,6,3,5,1,2.0,1,2,6,3,1,1,3,1,2,Version 4,0.570641338825226,2,1,1,1,2,1,1,1,1,3.0,2.0,2.0,1,1,1,3
10400,47696,2,2.0,1,,8,4,6,2,2.0,1,2,5,3,1,1,3,1,1,Version 4,0.865139544010162,1,1,1,1,2,1,1,1,1,2.0,1.0,2.0,2,1,2,3
10402,47699,1,1.0,2,3.0,8,4,1,2,2.0,3,3,4,1,4,1,4,5,3,Version 4,0.142020389437675,2,1,43,2,1,2,2,2,3,4.0,2.0,2.0,2,2,1,3
10404,47711,1,1.0,2,1.0,2,1,17,5,2.0,3,3,4,1,4,1,4,1,2,Version 4,0.938705325126648,2,1,36,2,1,2,2,3,3,2.0,1.0,1.0,2,2,3,3
10407,47718,1,1.0,2,1.0,6,11,15,1,1.0,6,1,2,2,7,3,4,3,3,Version 4,0.690520405769348,6,2,30,2,1,2,2,2,2,2.0,3.0,2.0,2,3,2,3
10419,47742,1,,1,1.0,8,4,1,5,2.0,3,3,3,1,4,1,4,1,1,Version 4,0.24935603141784698,1,1,7,2,1,2,2,1,3,4.0,2.0,2.0,2,3,3,3
10422,47752,1,1.0,1,1.0,7,4,22,2,2.0,2,1,1,1,5,1,1,3,3,Version 4,1.30810403823853,1,1,4,2,1,2,2,3,3,2.0,1.0,2.0,3,2,3,3
10426,47767,2,,2,,3,10,35,2,1.0,1,2,6,1,2,4,1,2,3,Version 4,0.646126210689545,6,2,4,1,2,3,2,2,2,3.0,4.0,2.0,2,3,3,3
10431,47777,1,,1,1.0,5,7,1,3,2.0,4,1,1,2,7,2,4,1,3,Version 4,0.168707355856895,3,2,7,2,1,2,2,3,3,3.0,4.0,2.0,3,2,2,3
10439,47801,1,1.0,2,,4,2,1,1,2.0,2,1,2,2,7,1,3,2,3,Version 4,0.253880798816681,2,1,9,2,1,2,2,2,2,4.0,2.0,2.0,2,2,3,3
10440,47802,1,1.0,1,1.0,2,1,9,4,2.0,3,3,3,2,6,1,4,2,3,Version 4,0.34257593750953697,1,1,36,2,1,2,2,2,2,3.0,2.0,2.0,3,2,2,3
