,ID,HOU,GOV,SEX,SEN,AGE8,AGEBYRACE,CDNUM,EDUC18,LATINO,PARTYBYRACE,PARTYID,PARTYSEX,PHIL3,PTYIDEO7,QRACEAI,REGION,SIZEPLAC,SUBURBWHITE,VERSION,WEIGHT,SEXBYRACE,RACE2B,STANUM,ELECTSECFOREIGN18,KAVANAUGH18,TRUMP4,VOTE2016,TRUMPFP18,CONTROLHOUSE,VETVOTER,FTVOTER18,ABORTION18
8516,42731,The Democratic candidate,,Female,The Democratic candidate,50-59,Black 45-59,12,Associate's degree (AA or AS),No,Black Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Black,East,"Cities 50,000-500,000",Other,Version 1,0.571001410484314,Black women,Non-white,New Jersey,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
8518,42735,The Republican candidate,,Male,The Republican candidate,65 or over,White 60+,3,Never attended college,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,Midwest,Rural,Other,Version 1,3.0229811668396,White men,White,Indiana,Yes,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,Yes,No,Overturn it
8519,42737,The Democratic candidate,,Male,The Democratic candidate,50-59,White 45-59,4,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,Midwest,Suburbs,White suburban men,Version 1,0.9472175836563109,White men,White,Indiana,No,Support,Strongly disapprove,Donald Trump,The U.S. less safe,The Democratic Party,No,No,Keep it as is
8524,42748,The Republican candidate,The Republican candidate,Male,The Democratic candidate,60-64,All others,25,Attended college but received no degree,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,American Indian,West,Suburbs,Other,Version 1,1.1371328830718999,All other races,Non-white,California,Yes,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,Yes,Yes,Overturn it
8544,42794,The Democratic candidate,,Female,The Democratic candidate,40-44,Latino 30-44,9,Attended college but received no degree,Yes,Latino Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Hispanic/Latino,East,Suburbs,Other,Version 1,0.5050894021987921,Latino women,Non-white,New Jersey,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
8545,42795,The Republican candidate,,Male,The Democratic candidate,45-49,Black 45-59,12,Never attended college,No,Black Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,Black,East,"Cities 50,000-500,000",Other,Version 1,0.9731079339981079,Black men,Non-white,New Jersey,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
8550,42808,The Democratic candidate,,Male,,18-24,Black 18-29,6,Attended college but received no degree,No,Black Independent,Independent,Independent Men,Moderate,Moderate Independents,Black,South,"Cities 50,000-500,000",Other,Version 1,0.0403238981962204,Black men,Non-white, North Carolina,Omit,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,Yes,Keep it as is
8554,42820,The Democratic candidate,,Male,The Democratic candidate,65 or over,Black 60+,3,Never attended college,No,Black Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,Black,South,"Cities 50,000-500,000",Other,Version 1,0.48665285110473605,Black men,Non-white, Virginia,Yes,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
8564,42844,The Democratic candidate,,Female,The Democratic candidate,65 or over,White 60+,1,Attended college but received no degree,No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,East,Suburbs,White suburban women,Version 1,0.774595558643341,White women,White,New Jersey,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
8565,42848,The Republican candidate,,Male,The Republican candidate,65 or over,White 60+,8,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,East,Suburbs,White suburban men,Version 1,1.37507891654968,White men,White,New Jersey,Yes,Support,Somewhat approve,Donald Trump,The U.S. more safe,Omit,No,No,Keep it as is
8573,42868,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,30-39,Latino 30-44,12,Associate's degree (AA or AS),Yes,Latino Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,Hispanic/Latino,West,"Cities over 500,000",Other,Version 1,0.42469009757041903,Latino men,Non-white,California,No,Oppose,Strongly disapprove,Other,The U.S. less safe,The Democratic Party,No,No,Keep it as is
8576,42874,The Democratic candidate,,Female,,45-49,Black 45-59,9,Bachelor's degree (BA or BS),No,Black Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Black,South,Rural,Other,Version 1,0.32461383938789395,Black women,Non-white, North Carolina,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
8580,42880,The Democratic candidate,,Female,The Democratic candidate,50-59,Black 45-59,6,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,Black Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,Black,South,Suburbs,Other,Version 1,0.252125382423401,Black women,Non-white, Virginia,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,Omit,Yes,No,Keep it as is
8581,42881,The Republican candidate,,Male,The Republican candidate,40-44,White 30-44,8,Attended college but received no degree,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,Midwest,"Cities 50,000-500,000",Other,Version 1,1.92730641365051,White men,White,Indiana,Yes,Support,Somewhat approve,Donald Trump,No difference,The Republican Party,No,No,Overturn it
8598,42933,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,40-44,Latino 30-44,26,Never attended college,Yes,Latino Democrat,Democrat,Democratic Women,Conservative,Mod/Conserv. Democrats,Hispanic/Latino,West,Suburbs,Other,Version 1,0.367289364337921,Latino women,Non-white,California,Yes,Support,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
8603,42942,The Republican candidate,The Republican candidate,Male,The Democratic candidate,60-64,Latino 60+,46,Bachelor's degree (BA or BS),Yes,Latino Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,Hispanic/Latino,West,Suburbs,Other,Version 1,1.1371328830718999,Latino men,Non-white,California,Yes,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Keep it as is
8619,42974,The Democratic candidate,,Male,The Democratic candidate,18-24,Black 18-29,3,Bachelor's degree (BA or BS),No,Black Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,Black,South,"Cities 50,000-500,000",Other,Version 1,0.21350368857383703,Black men,Non-white, Virginia,No,Omit,Somewhat disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,Yes,No,Keep it as is
8620,42977,The Republican candidate,,Male,The Republican candidate,25-29,All others,1,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,Asian,East,Suburbs,Other,Version 1,0.6749300956726071,All other races,Non-white,New Jersey,Yes,Support,Somewhat approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Overturn it
8634,43015,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,18-24,Latino 18-29,26,Attended college but received no degree,Yes,Latino Independent,Independent,Independent Men,Moderate,Moderate Independents,Hispanic/Latino,West,Suburbs,Other,Version 1,0.30082899332046503,Latino men,Non-white,California,No,Oppose,Strongly disapprove,Other,The U.S. less safe,The Democratic Party,No,Yes,Keep it as is
8636,43017,The Republican candidate,The Republican candidate,Female,The Republican candidate,50-59,White 45-59,1,Associate's degree (AA or AS),No,White Independent,Something else,Independent Women,Conservative,Conservative Independents,White,South,Suburbs,White suburban women,Version 1,1.1141182184219398,White women,White,Florida,No,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Keep it as is
8649,43046,The Democratic candidate,The Republican candidate,Female,The Democratic candidate,18-24,White 18-29,26,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,West,Suburbs,White suburban women,Version 1,0.26388591527938804,White women,White,California,No,Oppose,Strongly disapprove,Hillary Clinton,No difference,The Democratic Party,No,Yes,Keep it as is
8650,43047,The Democratic candidate,,Female,The Democratic candidate,60-64,White 60+,9,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,East,Suburbs,White suburban women,Version 1,0.774595558643341,White women,White,New Jersey,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
8651,43049,The Democratic candidate,,Female,The Democratic candidate,45-49,White 45-59,4,Associate's degree (AA or AS),No,White Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,Midwest,Suburbs,White suburban women,Version 1,0.827620923519135,White women,White,Indiana,No,Oppose,Strongly disapprove,Other,The U.S. less safe,The Democratic Party,No,No,Keep it as is
8658,43066,The Democratic candidate,,Male,The Democratic candidate,30-39,Black 30-44,6,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,Black Independent,Independent,Independent Men,Moderate,Moderate Independents,Black,South,Suburbs,Other,Version 1,0.29642459750175504,Black men,Non-white, Virginia,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
8670,43097,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,65 or over,Latino 60+,25,Attended college but received no degree,Yes,Latino Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Hispanic/Latino,West,Suburbs,Other,Version 1,0.6651375889778139,Latino women,Non-white,California,No,Oppose,Strongly disapprove,Hillary Clinton,No difference,The Democratic Party,No,No,Keep it as is
8673,43110,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,65 or over,Latino 60+,32,Attended college but received no degree,Yes,Latino Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,Hispanic/Latino,West,Suburbs,Other,Version 1,0.523241579532623,Latino women,Non-white,California,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
8681,43126,The Republican candidate,The Republican candidate,Female,,45-49,Latino 45-59,26,Bachelor's degree (BA or BS),Yes,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,Hispanic/Latino,West,Suburbs,Other,Version 1,0.5508136153221129,Latino women,Non-white,California,Yes,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Overturn it
8693,43164,The Democratic candidate,,Female,The Democratic candidate,45-49,Black 45-59,1,Associate's degree (AA or AS),No,Black Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Black,East,Suburbs,Other,Version 1,0.571001410484314,Black women,Non-white,New Jersey,No,Support,Somewhat approve,Didn't vote,The U.S. less safe,The Democratic Party,No,Yes,Keep it as is
8694,43165,The Democratic candidate,,Female,The Democratic candidate,45-49,Black 45-59,1,Associate's degree (AA or AS),No,Black Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Black,East,Suburbs,Other,Version 1,0.571001410484314,Black women,Non-white,New Jersey,No,Support,Somewhat approve,Didn't vote,The U.S. less safe,The Democratic Party,No,Yes,Keep it as is
8696,43172,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,65 or over,White 60+,26,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,West,Suburbs,White suburban women,Version 1,0.552720010280609,White women,White,California,Omit,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
8698,43176,The Democratic candidate,The Republican candidate,Male,The Democratic candidate,50-59,White 45-59,4,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,White,West,Rural,Other,Version 1,0.396377414464951,White men,White,California,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
8705,43209,The Republican candidate,The Republican candidate,Female,The Democratic candidate,50-59,White 45-59,26,Associate's degree (AA or AS),No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,West,Suburbs,White suburban women,Version 1,0.5508136153221129,White women,White,California,Omit,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Overturn it
8706,43211,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,45-49,White 45-59,12,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,West,"Cities over 500,000",Other,Version 1,0.407237082719803,White men,White,California,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
8712,43223,The Democratic candidate,,Female,Other,25-29,White 18-29,3,Attended college but received no degree,No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,West,"Cities 50,000-500,000",Other,Version 1,0.0457938686013222,White women,White, Utah,No,Oppose,Strongly disapprove,Other,The U.S. less safe,The Democratic Party,No,No,Keep it as is
8714,43237,The Democratic candidate,,Female,The Democratic candidate,18-24,Latino 18-29,8,Associate's degree (AA or AS),Yes,Latino Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,Hispanic/Latino,East,Suburbs,Other,Version 1,0.412537753582001,Latino women,Non-white,New Jersey,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,Yes,Overturn it
8716,43241,The Republican candidate,,Female,The Republican candidate,50-59,White 45-59,2,Attended college but received no degree,No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,East,Suburbs,White suburban women,Version 1,0.9349326491355899,White women,White,New Jersey,Yes,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Overturn it
8718,43248,The Republican candidate,,Male,The Republican candidate,65 or over,White 60+,6,Attended college but received no degree,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,South,Suburbs,White suburban men,Version 1,0.8919727802276608,White men,White, Virginia,Yes,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Keep it as is
8719,43250,The Democratic candidate,,Female,The Democratic candidate,18-24,White 18-29,8,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,South,"Cities 50,000-500,000",Other,Version 1,0.35334169864654497,White women,White, Virginia,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,Yes,Keep it as is
8722,43258,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,65 or over,White 60+,26,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,White,West,Suburbs,White suburban men,Version 1,0.630098760128021,White men,White,California,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,Yes,No,Keep it as is
8724,43273,The Republican candidate,The Republican candidate,Female,The Republican candidate,30-39,White 30-44,1,Associate's degree (AA or AS),No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,South,Suburbs,White suburban women,Version 1,1.1141182184219398,White women,White,Florida,Yes,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Keep it as is
8733,43298,The Republican candidate,,Female,,50-59,White 45-59,9,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Women,Conservative,Conservative Independents,White,South,Rural,Other,Version 1,0.6247271895408629,White women,White, North Carolina,Yes,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Overturn it
8736,43304,The Republican candidate,,Female,The Republican candidate,45-49,White 45-59,6,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,South,Suburbs,White suburban women,Version 1,0.485221356153488,White women,White, Virginia,Yes,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Overturn it
8746,43335,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,25-29,White 18-29,12,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,West,"Cities over 500,000",Other,Version 1,0.25665616989135703,White women,White,California,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
8747,43336,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,65 or over,Black 60+,25,Attended college but received no degree,No,Black Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,Black,West,Suburbs,Other,Version 1,0.6357120871543879,Black men,Non-white,California,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,Yes,Overturn it
8750,43347,The Democratic candidate,,Female,The Democratic candidate,45-49,Latino 45-59,8,Attended college but received no degree,Yes,Latino Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,Hispanic/Latino,East,Suburbs,Other,Version 1,0.526134788990021,Latino women,Non-white,New Jersey,No,Oppose,Strongly disapprove,Hillary Clinton,No difference,The Democratic Party,No,No,Keep it as is
8776,43429,The Republican candidate,The Democratic candidate,Female,The Democratic candidate,50-59,Latino 45-59,25,Attended college but received no degree,Yes,All Republicans,Republican,Republican Women,Moderate,Mod./Liberal Republicans,Hispanic/Latino,West,Suburbs,Other,Version 1,0.6628434658050539,Latino women,Non-white,California,No,Support,Somewhat approve,Other,No difference,The Republican Party,No,No,Keep it as is
8783,43444,The Democratic candidate,,Female,The Democratic candidate,25-29,Black 18-29,7,Attended college but received no degree,No,Black Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Black,Midwest,"Cities over 500,000",Other,Version 1,0.349776804447174,Black women,Non-white,Indiana,No,Support,Somewhat disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Overturn it
8787,43460,The Republican candidate,,Female,,60-64,White 60+,9,Associate's degree (AA or AS),No,White Independent,Something else,Independent Women,Moderate,Moderate Independents,White,South,Rural,Other,Version 1,1.11355328559875,White women,White, North Carolina,No,Support,Somewhat approve,Donald Trump,No difference,The Republican Party,No,No,Keep it as is
8801,43500,The Democratic candidate,,Female,The Democratic candidate,30-39,White 30-44,8,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,South,"Cities 50,000-500,000",Other,Version 1,0.45184361934661893,White women,White, Virginia,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
8802,43502,The Republican candidate,,Female,,65 or over,White 60+,9,Associate's degree (AA or AS),No,White Independent,Independent,Independent Women,Conservative,Conservative Independents,White,South,Rural,Other,Version 1,1.11355328559875,White women,White, North Carolina,Yes,Support,Somewhat approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Keep it as is
8806,43511,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,60-64,White 60+,32,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,West,Suburbs,White suburban men,Version 1,0.5964935421943659,White men,White,California,Yes,Support,Strongly disapprove,Donald Trump,No difference,The Democratic Party,No,No,Keep it as is
8810,43527,The Democratic candidate,,Female,The Democratic candidate,45-49,White 45-59,5,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Women,Liberal,Liberal Independents,White,East,Suburbs,White suburban women,Version 1,1.35291802883148,White women,White,New Jersey,Yes,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
8811,43532,The Democratic candidate,,Male,The Democratic candidate,25-29,All others,9,Associate's degree (AA or AS),No,All Other,Democrat,Democratic Men,Liberal,Liberal Democrats,Asian,East,Suburbs,Other,Version 1,0.48833733797073403,All other races,Non-white,New Jersey,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Omit
8814,43543,The Democratic candidate,,Male,The Democratic candidate,50-59,Latino 45-59,2,Attended college but received no degree,Yes,Latino Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,Hispanic/Latino,East,Suburbs,Other,Version 1,0.8341160416603092,Latino men,Non-white,New Jersey,Yes,Support,Somewhat disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Overturn it
8825,43568,The Democratic candidate,,Male,The Democratic candidate,40-44,Black 30-44,7,Bachelor's degree (BA or BS),No,Black Democrat,Democrat,Democratic Men,Conservative,Mod/Conserv. Democrats,Black,Midwest,"Cities over 500,000",Other,Version 1,0.3560202121734621,Black men,Non-white,Indiana,Yes,Support,Somewhat disapprove,Didn't vote,The U.S. less safe,The Democratic Party,No,Yes,Keep it as is
8828,43575,The Democratic candidate,,Female,The Democratic candidate,65 or over,White 60+,9,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Women,Conservative,Mod/Conserv. Democrats,White,East,Suburbs,White suburban women,Version 1,0.774595558643341,White women,White,New Jersey,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
8829,43577,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,65 or over,White 60+,32,Attended college but received no degree,No,White Independent,Independent,Independent Women,Liberal,Liberal Independents,White,West,Suburbs,White suburban women,Version 1,0.523241579532623,White women,White,California,No,Oppose,Strongly disapprove,Hillary Clinton,Omit,The Democratic Party,No,No,Keep it as is
8838,43608,The Democratic candidate,,Female,The Democratic candidate,50-59,Latino 45-59,8,Bachelor's degree (BA or BS),Yes,Latino Democrat,Democrat,Democratic Women,Conservative,Mod/Conserv. Democrats,Hispanic/Latino,East,Suburbs,Other,Version 1,0.526134788990021,Latino women,Non-white,New Jersey,No,Oppose,Strongly disapprove,Other,The U.S. less safe,The Democratic Party,No,No,Overturn it
8840,43616,The Democratic candidate,,Male,The Democratic candidate,65 or over,White 60+,5,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Men,Moderate,Mod./Liberal Republicans,White,East,Suburbs,White suburban men,Version 1,2.5583691596984903,White men,White,New Jersey,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
8844,43636,The Republican candidate,,Female,The Republican candidate,65 or over,White 60+,5,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,East,Suburbs,White suburban women,Version 1,1.2744845151901203,White women,White,New Jersey,No,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Overturn it
8845,43645,The Democratic candidate,,Male,The Democratic candidate,18-24,Latino 18-29,8,Bachelor's degree (BA or BS),Yes,Latino Independent,Something else,Independent Men,Moderate,Moderate Independents,Black,East,Suburbs,Other,Version 1,0.575065910816193,Latino men,Non-white,New Jersey,No,Support,Somewhat disapprove,Other,The U.S. less safe,The Republican Party,No,Yes,Keep it as is
8853,43663,The Democratic candidate,,Female,The Democratic candidate,40-44,White 30-44,2,Associate's degree (AA or AS),No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,East,Suburbs,White suburban women,Version 1,0.676459014415741,White women,White,New Jersey,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
8854,43664,The Democratic candidate,,Female,The Democratic candidate,40-44,White 30-44,2,Associate's degree (AA or AS),No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,East,Suburbs,White suburban women,Version 1,0.676459014415741,White women,White,New Jersey,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
8855,43669,The Republican candidate,The Republican candidate,Male,,30-39,White 30-44,2,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,West,"Cities 50,000-500,000",Other,Version 1,1.04812979698181,White men,White, Idaho,Yes,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,Yes,No,Overturn it
8859,43676,The Democratic candidate,,Female,The Democratic candidate,30-39,Black 30-44,8,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,Black Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Black,South,"Cities 50,000-500,000",Other,Version 1,0.309627652168274,Black women,Non-white, Virginia,No,Support,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Omit
8860,43677,The Democratic candidate,,Female,The Democratic candidate,30-39,Black 30-44,8,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,Black Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Black,South,"Cities 50,000-500,000",Other,Version 1,0.309627652168274,Black women,Non-white, Virginia,No,Support,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Omit
8863,43686,The Democratic candidate,,Female,The Democratic candidate,40-44,Black 30-44,7,Bachelor's degree (BA or BS),No,Black Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,Black,Midwest,"Cities over 500,000",Other,Version 1,0.349776804447174,Black women,Non-white,Indiana,No,Omit,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
8865,43694,The Republican candidate,,Male,The Republican candidate,65 or over,White 60+,4,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,East,Suburbs,White suburban men,Version 1,1.8001031875610398,White men,White,New Jersey,Omit,Support,Somewhat approve,Other,The U.S. more safe,The Republican Party,No,No,Keep it as is
8868,43712,The Republican candidate,,Male,The Republican candidate,18-24,White 18-29,5,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,East,Suburbs,White suburban men,Version 1,0.803488254547119,White men,White,New Jersey,Yes,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,No,Yes,Overturn it
8870,43717,The Republican candidate,,Female,The Republican candidate,65 or over,White 60+,5,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Women,Conservative,Conservative Independents,White,East,Suburbs,White suburban women,Version 1,2.8675901889801003,White women,White,New Jersey,Yes,Support,Somewhat approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Omit
8873,43731,The Republican candidate,,Male,,65 or over,White 60+,9,Never attended college,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,South,Rural,Other,Version 1,1.1484235525131201,White men,White, North Carolina,No,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Overturn it
8874,43732,The Democratic candidate,,Female,The Democratic candidate,30-39,Latino 30-44,8,Bachelor's degree (BA or BS),Yes,Latino Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,Hispanic/Latino,East,Suburbs,Other,Version 1,0.526134788990021,Latino women,Non-white,New Jersey,No,Oppose,Somewhat disapprove,Hillary Clinton,No difference,The Democratic Party,No,No,Overturn it
8881,43766,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,60-64,White 60+,25,Attended college but received no degree,No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,West,Suburbs,White suburban women,Version 1,0.6651375889778139,White women,White,California,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
